Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
RL18_HUMAN,Cytoplasm,187,24826,189,-312,-22,1292,26,6,20,6,28,13
STE5_YEAST,Cytoplasm,917,119100,988,-1316,-95,5437,26,7,32,14,12,9
SR09_CANFA,Cytoplasm,85,11415,87,-125,-2,523,31,8,25,7,19,2
PROB_YEAST,Cytoplasm,428,54879,518,-598,-38,2593,33,5,24,11,14,11
CNTF_CHICK,Cytoplasm,195,24798,233,-257,-21,1185,37,4,19,9,13,12
VATE_YEAST,Cytoplasm,233,30730,279,-400,-12,1411,33,4,24,19,16,5
EF2_CRIGR,Cytoplasm,858,110712,985,-1095,-100,5208,30,7,22,10,15,13
OMP_RAT,Cytoplasm,162,21598,176,-261,-14,971,28,8,24,10,14,9
PHB_HUMAN,Cytoplasm,272,34648,388,-369,-21,1645,38,7,20,10,13,10
CRAC_DICDI,Cytoplasm,697,90839,640,-946,-70,4195,22,9,35,12,13,11
CC2H_PLAFK,Cytoplasm,288,38124,337,-405,-28,1761,30,9,20,13,16,11
ERF1_YEAST,Cytoplasm,437,56783,508,-636,-28,2582,30,10,22,14,13,9
PPAL_YEAST,Cytoplasm,161,21534,154,-252,-12,971,21,12,27,15,17,9
GELS_MOUSE,Cytoplasm,730,93778,712,-1004,-87,4386,27,9,23,11,13,15
CSW_DROME,Cytoplasm,841,107447,726,-1148,-101,5124,23,7,32,12,13,14
UDPG_BOVIN,Cytoplasm,507,65815,602,-720,-52,3074,29,8,26,13,14,11
TCPB_CAEEL,Cytoplasm,529,66429,700,-703,-37,3190,37,3,22,11,14,10
ADHP_HUMAN,Cytoplasm,391,48482,485,-407,-43,2364,32,7,24,8,13,15
RS10_HUMAN,Cytoplasm,165,21828,132,-246,-30,1072,24,9,16,10,22,18
HS73_YEAST,Cytoplasm,649,82132,678,-967,-61,3876,28,6,25,12,13,12
FAD1_YEAST,Cytoplasm,306,40996,317,-403,-30,1810,25,14,27,13,11,10
RIR1_HUMAN,Cytoplasm,792,104205,810,-1058,-66,4783,29,9,27,13,14,9
SYAC_YEAST,Cytoplasm,958,124292,1028,-1419,-91,5738,28,10,20,13,15,12
GDIR_BOVIN,Cytoplasm,204,27049,188,-324,-20,1223,26,8,22,15,16,10
NCF2_HUMAN,Cytoplasm,526,69143,528,-744,-70,3177,27,9,23,13,14,12
CACT_DROME,Cytoplasm,500,62727,452,-696,-52,2917,28,4,32,13,11,11
CYP4_HUMAN,Cytoplasm,370,47359,402,-527,-41,2246,28,8,20,11,16,14
BUP_RAT,Cytoplasm,393,51048,404,-501,-46,2378,29,9,26,14,13,13
GLB1_LUCPE,Cytoplasm,142,17268,144,-146,-11,835,32,11,25,10,9,13
PTP2_YEAST,Cytoplasm,750,99252,790,-1101,-78,4563,26,9,34,13,14,8
SC23_YEAST,Cytoplasm,768,99094,845,-947,-92,4559,29,10,29,11,10,11
SYQ_HUMAN,Cytoplasm,775,101630,853,-1032,-87,4735,30,9,21,11,16,11
EZRI_MOUSE,Cytoplasm,585,79648,546,-1078,-48,3580,26,7,21,17,19,8
THIL_SACUV,Cytoplasm,398,48757,501,-464,-40,2395,36,6,23,10,11,14
HPRT_TRYBB,Cytoplasm,210,27095,262,-273,-20,1282,33,8,17,9,16,11
PTN2_HUMAN,Cytoplasm,415,55925,384,-632,-35,2547,24,10,28,13,17,9
SDHL_RAT,Cytoplasm,362,44755,470,-385,-42,2201,37,5,23,8,12,14
NDKC_DICDI,Cytoplasm,155,19547,200,-190,-21,950,33,8,17,13,14,16
MT17_YEAST,Cytoplasm,443,56442,493,-569,-52,2654,30,11,21,11,12,14
TCPB_MOUSE,Cytoplasm,535,66993,701,-678,-38,3239,38,4,20,10,15,10
FTHC_RABIT,Cytoplasm,201,26307,218,-291,-17,1231,31,7,25,8,15,9
C1TC_YEAST,Cytoplasm,946,119098,1160,-1198,-118,5732,33,6,23,10,13,14
TCPG_MOUSE,Cytoplasm,545,70352,632,-753,-43,3316,32,3,26,12,15,10
NNMT_HUMAN,Cytoplasm,264,34274,291,-315,-29,1580,30,10,24,10,13,11
ALB1_XENLA,Extracelullar,606,81309,564,-884,-58,3600,23,8,26,15,18,8
IBP3_HUMAN,Extracelullar,291,36844,233,-346,-51,1822,24,6,26,8,17,17
PSPA_CANFA,Extracelullar,248,30685,207,-267,-54,1471,24,6,24,13,9,25
TRY1_RAT,Extracelullar,246,30340,287,-222,-32,1430,33,7,28,10,7,16
APE_RAT,Extracelullar,311,41577,303,-535,-20,1904,30,5,26,15,15,8
SSP2_BOMMO,Extracelullar,704,96025,731,-913,-60,4209,25,18,23,12,13,8
TRY3_ANOGA,Extracelullar,275,34302,316,-294,-30,1656,33,7,27,8,11,14
ABP_HUMAN,Extracelullar,751,98767,727,-925,-121,4573,26,13,23,9,14,16
FBP1_STRPU,Extracelullar,1064,131083,854,-828,-127,5838,22,8,38,14,3,16
HCYE_EURCA,Extracelullar,623,82660,649,-869,-63,3714,26,10,22,12,15,11
FA8_HUMAN,Extracelullar,2351,309007,2231,-3284,-256,14231,24,10,30,12,14,11
HCY2_LIMPO,Extracelullar,628,83833,620,-929,-66,3778,25,11,19,12,18,11
CASB_MOUSE,Extracelullar,231,29448,322,-271,-34,1372,37,5,35,8,7,10
CUTI_COLCA,Extracelullar,228,27773,290,-216,-23,1367,37,7,29,10,7,12
EOAT_MOUSE,Extracelullar,97,12608,107,-121,-10,624,28,6,35,4,19,8
CUTI_PHYCP,Extracelullar,210,26083,188,-200,-46,1303,29,5,30,5,12,19
APC3_CANFA,Extracelullar,100,12676,97,-113,-8,595,30,9,31,5,10,9
APA2_HUMAN,Extracelullar,100,12944,120,-125,-8,602,33,8,27,11,12,8
CTRB_HUMAN,Extracelullar,263,32554,303,-242,-31,1571,32,8,29,6,9,14
ALS_HUMAN,Extracelullar,605,76831,788,-707,-80,3668,36,6,21,11,11,15
APA1_BOVIN,Extracelullar,265,34994,294,-446,-17,1610,33,7,20,12,17,7
PRTS_MOUSE,Extracelullar,675,86981,707,-827,-64,4020,27,9,28,12,12,11
HCYA_PANIN,Extracelullar,657,87419,634,-977,-67,3897,24,11,22,13,16,12
CL43_BOVIN,Extracelullar,301,36727,195,-381,-74,1814,20,4,21,13,12,28
FBLD_MOUSE,Extracelullar,705,90641,613,-792,-82,4127,22,7,34,13,11,13
LAMR_PETMA,Extracelullar,119,13440,164,-46,-22,730,44,8,12,1,8,29
MS2A_DROME,Extracelullar,264,34372,281,-445,-23,1608,30,3,33,15,15,7
CBPN_HUMAN,Extracelullar,458,60453,461,-629,-62,2795,27,10,23,13,15,14
ALBU_BOVIN,Extracelullar,607,80122,615,-844,-52,3648,27,9,23,12,17,7
INIG_MOUSE,Extracelullar,98,12522,121,-114,-13,627,33,2,29,9,17,12
ZP3B_HUMAN,Extracelullar,372,48055,384,-437,-51,2201,27,8,29,10,12,13
AFAM_RAT,Extracelullar,608,80182,623,-825,-49,3637,27,9,29,12,14,7
OLFM_RANCA,Extracelullar,464,60845,509,-601,-32,2809,30,9,28,14,14,8
JSP1_TRINI,Extracelullar,624,83899,720,-864,-64,3761,30,12,23,13,14,9
VTNC_PIG,Extracelullar,459,60757,357,-605,-70,2771,22,13,23,9,14,15
SODE_DIRIM,Extracelullar,195,24262,230,-240,-20,1209,31,5,29,12,15,15
TRAM_BOVIN,Extracelullar,183,25241,77,-220,-15,1070,14,20,32,12,11,10
HP27_TAMAS,Extracelullar,215,26623,208,-211,-48,1290,26,7,24,10,10,24
ACH1_BOMMO,Extracelullar,400,51703,518,-522,-43,2382,33,9,20,12,13,11
CBG_RAT,Extracelullar,396,51731,451,-481,-34,2320,29,10,32,10,9,9
PSPC_RABIT,Extracelullar,186,22996,234,-141,-34,1132,37,5,23,6,10,18
CAS1_RABIT,Extracelullar,215,29351,221,-346,-23,1287,29,9,24,17,14,7
CAC3_BOVIN,Extracelullar,240,30136,242,-241,-32,1403,29,10,27,8,8,16
FETA_HORSE,Extracelullar,609,79216,647,-783,-52,3614,28,8,30,13,12,9
PSPC_MOUSE,Extracelullar,193,24486,225,-182,-28,1169,32,7,26,7,11,14
A1AT_HUMAN,Extracelullar,418,54190,509,-564,-40,2476,30,9,25,12,13,10
CTR1_PENVA,Extracelullar,271,33513,291,-253,-39,1609,30,8,29,7,8,17
PSPD_BOVIN,Extracelullar,369,43943,260,-401,-104,2260,21,4,22,10,11,33
CRA2_HOMGA,Extracelullar,174,22762,158,-209,-19,1028,25,16,27,12,11,10
TIM3_HUMAN,Extracelullar,211,27897,167,-212,-24,1298,23,14,28,7,14,14
SODE_RAT,Extracelullar,244,31024,234,-313,-29,1467,26,6,26,11,14,15
KNH_RAT,Extracelullar,639,82338,555,-949,-82,3862,22,7,27,11,17,14
LP2_BOMMO,Extracelullar,264,34735,268,-346,-18,1580,28,13,28,13,12,9
CAS2_PIG,Extracelullar,235,31751,206,-374,-17,1404,22,11,33,17,15,5
CASK_CAVPO,Extracelullar,234,29762,250,-265,-39,1361,30,8,30,12,7,12
ANT3_HUMAN,Extracelullar,464,60876,525,-627,-42,2802,28,9,26,13,14,9
AMYP_MOUSE,Extracelullar,508,66479,471,-669,-51,3064,25,12,26,13,13,13
MIG_HUMAN,Extracelullar,125,16234,142,-205,-10,832,28,2,30,6,25,10
PPT_BOVIN,Extracelullar,306,39593,364,-348,-35,1838,31,9,25,10,12,13
ACH1_LONAC,Extracelullar,213,26263,223,-215,-20,1291,31,8,35,9,8,15
TRYB_DROME,Extracelullar,253,30211,277,-200,-22,1520,32,8,36,6,7,15
PSPB_RAT,Extracelullar,376,48291,482,-370,-58,2256,36,5,26,6,11,13
CAS1_MOUSE,Extracelullar,313,41178,321,-444,-29,1854,29,8,40,10,9,6
CTRL_HALRU,Extracelullar,254,31774,218,-236,-22,1515,26,9,41,9,7,13
CFHD_HUMAN,Extracelullar,331,43367,242,-372,-47,1992,20,12,33,13,12,15
ALBU_CHICK,Extracelullar,615,80890,618,-795,-51,3663,26,9,28,11,14,8
HEMO_HYACE,Extracelullar,413,53199,386,-560,-54,2516,26,9,24,11,15,14
CFH1_HUMAN,Extracelullar,330,43541,239,-392,-48,1994,18,11,34,13,12,14
TRYU_DROME,Extracelullar,262,32811,287,-259,-29,1555,33,9,26,8,8,14
HP20_TAMAS,Extracelullar,196,24902,195,-212,-43,1184,24,9,23,11,12,21
FGF6_HUMAN,Extracelullar,208,26604,242,-226,-22,1300,31,10,25,9,13,15
TRYP_FUSOX,Extracelullar,248,28995,269,-192,-33,1489,33,6,33,6,6,19
AEP_YARLI,Extracelullar,454,55008,523,-493,-51,2693,34,7,27,7,9,14
AMEX_HUMAN,Extracelullar,191,24998,146,-176,-82,1167,21,8,27,4,10,30
VTDB_HUMAN,Extracelullar,474,61417,457,-592,-47,2818,26,8,29,13,14,8
PEDF_HUMAN,Extracelullar,418,53782,500,-527,-56,2521,31,7,24,9,13,12
FBL2_MOUSE,Extracelullar,1221,153631,990,-1275,-192,7080,24,6,31,12,9,16
GLB_ASCSU,Extracelullar,338,46668,283,-588,-19,2055,22,11,20,15,23,6
CASK_CERNI,Extracelullar,190,24755,212,-227,-32,1147,31,10,29,9,10,12
APE_BOVIN,Extracelullar,316,41609,318,-505,-28,1928,31,5,24,13,15,10
PRTZ_BOVIN,Extracelullar,396,50174,350,-440,-68,2404,26,7,23,9,13,19
BOMA_HUMAN,Extracelullar,397,52479,427,-562,-27,2370,27,11,29,14,13,7
HIG_DROME,Extracelullar,958,124133,774,-1381,-151,5898,23,6,25,11,17,16
SVS4_RAT,Extracelullar,112,14031,89,-158,-9,687,21,6,31,12,16,13
VTNC_HUMAN,Extracelullar,478,62831,364,-647,-74,2880,21,12,24,10,14,15
ALB1_SALSA,Extracelullar,608,78000,633,-724,-48,3606,29,6,27,8,15,8
CAS1_CAPHI,Extracelullar,214,28096,205,-289,-34,1278,27,9,26,14,12,13
A1AT_CYPCA,Extracelullar,372,48530,385,-480,-32,2232,26,8,29,9,14,9
PAC6_MOUSE,Extracelullar,915,117828,676,-1078,-92,5500,21,9,31,10,14,13
NUP1_PENCI,Extracelullar,270,34037,255,-307,-21,1566,31,10,28,10,9,11
CTR2_VESCR,Extracelullar,218,27556,261,-254,-26,1337,32,8,27,9,12,15
CAS1_MACEU,Extracelullar,237,32339,235,-367,-26,1442,27,11,23,16,16,8
APL3_LOCMI,Extracelullar,179,22296,206,-267,-14,1062,39,2,33,16,10,7
CASK_MOUSE,Extracelullar,181,23279,196,-182,-39,1074,30,9,34,13,6,14
LAMP_PETMA,Extracelullar,139,15726,194,-55,-28,857,46,7,8,0,9,30
AACT_HUMAN,Extracelullar,423,55192,532,-545,-32,2517,32,9,26,11,12,8
PHO2_YARLI,Extracelullar,358,44429,358,-396,-47,2115,28,11,28,11,9,15
SXA2_SCHPO,Extracelullar,507,65659,524,-594,-47,2960,27,12,32,13,8,10
APAR_PIG,Extracelullar,202,26316,210,-238,-30,1215,28,6,22,11,15,14
GUN_ASPAC,Extracelullar,237,29780,207,-251,-20,1392,27,14,35,8,6,13
A1BG_HUMAN,Extracelullar,474,60396,501,-576,-82,2868,29,7,22,11,13,17
LP3_BOMMO,Extracelullar,254,33763,269,-336,-18,1532,30,13,23,13,13,9
CAS3_MOUSE,Extracelullar,184,24371,165,-271,-18,1093,22,11,39,11,12,7
YGP1_YEAST,Extracelullar,354,43696,444,-388,-34,2093,34,8,33,11,7,10
MIP_TRYCR,Extracelullar,196,25621,191,-276,-22,1206,26,9,19,11,17,14
PERL_BOVIN,Extracelullar,712,93348,746,-954,-87,4360,28,9,26,11,14,12
ESP4_LACVV,Extracelullar,172,22518,175,-192,-22,1021,27,10,23,9,13,12
HPT1_HUMAN,Extracelullar,347,44636,357,-439,-38,2080,30,9,24,11,13,12
GRP2_RAT,Extracelullar,246,30910,137,-448,-54,1359,19,1,36,22,5,17
MASP_HUMAN,Extracelullar,375,48822,439,-522,-31,2232,27,8,29,14,14,9
GDN_HUMAN,Extracelullar,398,51097,524,-473,-44,2436,33,8,27,10,13,11
TRYA_MANSE,Extracelullar,256,32202,281,-295,-25,1583,32,9,30,11,11,14
INU1_KLUMA,Extracelullar,555,72117,504,-703,-60,3237,23,15,30,12,9,12
AMEX_BOVIN,Extracelullar,213,27907,175,-209,-88,1299,22,7,29,4,9,29
TENA_CHICK,Extracelullar,1808,231164,1560,-2327,-217,10659,23,7,29,13,12,15
PSPD_RAT,Extracelullar,374,44233,278,-420,-95,2278,23,4,21,11,11,31
I12B_BOVIN,Extracelullar,327,42876,308,-429,-28,1959,26,10,27,10,14,9
ZA2G_HUMAN,Extracelullar,295,39126,269,-409,-39,1768,26,12,23,11,13,13
CASB_MACEU,Extracelullar,302,41258,350,-453,-50,1866,28,8,21,16,18,11
NKG5_HUMAN,Extracelullar,145,18947,142,-185,-15,912,29,6,29,7,16,11
XYL1_COCCA,Extracelullar,221,27662,142,-246,-22,1326,21,13,38,10,8,16
SODE_ONCVO,Extracelullar,201,24481,235,-213,-20,1219,31,7,26,9,12,18
CETP_HUMAN,Extracelullar,493,63563,664,-559,-37,2925,33,9,29,8,11,9
SSP1_BOMMO,Extracelullar,747,100567,703,-813,-59,4503,24,11,30,9,14,8
ARY1_CALVI,Extracelullar,759,105881,690,-975,-53,4503,20,23,20,11,14,8
IML2_DROME,Extracelullar,263,34104,288,-373,-28,1589,31,5,25,13,15,10
SAP_RAT,Extracelullar,554,71007,649,-610,-70,3274,33,5,29,12,11,11
PHLD_BOVIN,Extracelullar,839,107581,870,-937,-94,5026,27,12,26,8,11,14
CUT1_CAEEL,Extracelullar,423,52695,472,-467,-56,2516,32,7,27,9,10,14
CASB_BOVIN,Extracelullar,224,29092,276,-258,-58,1341,30,6,26,11,9,18
HPT2_HUMAN,Extracelullar,406,52444,392,-530,-46,2437,28,9,23,11,14,13
CUDP_METAN,Extracelullar,388,47252,397,-419,-41,2340,31,7,27,7,11,15
TRYT_DROME,Extracelullar,262,33008,283,-269,-24,1548,31,9,25,11,10,14
BAR1_YEAST,Extracelullar,587,74207,571,-668,-60,3408,25,10,36,12,8,11
A1AT_BOMMO,Extracelullar,392,50487,483,-541,-27,2337,33,9,27,14,12,7
PHOA_PENCH,Extracelullar,412,52975,391,-489,-49,2425,27,12,29,10,10,12
IGUP_HUMAN,Extracelullar,249,33154,271,-415,-27,1514,29,6,19,16,18,10
SAX_RANCA,Extracelullar,844,108157,769,-1059,-86,5092,25,8,29,11,14,12
GLBH_TRICO,Extracelullar,173,23062,187,-270,-10,1058,29,13,17,9,19,7
GSHU_BRUMA,Extracelullar,223,29849,246,-306,-30,1364,28,11,24,14,15,13
I12B_MOUSE,Extracelullar,335,44204,287,-452,-31,2009,22,10,32,12,14,9
ENAM_BOVIN,Extracelullar,389,50798,351,-640,-35,2329,27,4,28,14,16,9
KNH_HUMAN,Extracelullar,644,83439,513,-957,-81,3882,20,7,30,11,16,13
UFBP_PIG,Extracelullar,417,55192,571,-598,-27,2583,34,7,24,11,18,6
BTD_HUMAN,Extracelullar,523,68242,596,-573,-59,3098,29,12,24,11,11,12
APL3_MANSE,Extracelullar,189,24154,195,-323,-7,1146,31,5,27,,,
AATM_BOVIN,Mitochondrion,430,55181,462,-521,-46,2647,30,10,24,9,15,13
ODO1_YEAST,Mitochondrion,1014,132521,1025,-1445,-110,6162,26,10,24,11,15,12
ATPO_RAT,Mitochondrion,213,27186,274,-266,-20,1342,34,5,27,8,15,10
PT54_YEAST,Mitochondrion,293,39854,296,-472,-16,1797,25,13,27,14,17,5
DLD1_YEAST,Mitochondrion,576,74318,612,-783,-56,3493,28,7,26,11,15,11
ODBB_BOVIN,Mitochondrion,392,49968,477,-408,-51,2351,33,11,21,8,11,14
HS60_SCHPO,Mitochondrion,582,72554,757,-756,-59,3525,35,4,21,11,13,13
SYFM_YEAST,Mitochondrion,474,63850,495,-720,-40,2895,26,9,26,13,17,8
ACDB_HUMAN,Mitochondrion,432,55189,486,-520,-38,2603,31,9,25,11,12,12
ACP_YEAST,Mitochondrion,125,16159,154,-181,-8,739,32,6,29,11,12,6
PCCB_RAT,Mitochondrion,541,68279,678,-624,-59,3288,33,8,22,9,13,13
RM27_YEAST,Mitochondrion,146,19083,119,-207,-21,945,21,11,25,10,20,17
MS16_YEAST,Mitochondrion,664,88116,730,-1099,-47,4093,27,8,25,15,18,7
PUT1_DROME,Mitochondrion,669,87902,670,-944,-59,4116,27,8,26,11,16,10
IDH1_YEAST,Mitochondrion,360,45741,429,-489,-34,2209,32,6,24,11,15,13
ODPB_HUMAN,Mitochondrion,359,45618,435,-395,-47,2173,33,8,21,11,12,14
MPP1_NEUCR,Mitochondrion,577,73324,589,-737,-65,3504,29,6,28,11,13,13
ODP2_NEUCR,Mitochondrion,458,56790,540,-578,-68,2785,34,5,21,11,13,15
GLN1_DROME,Mitochondrion,399,51715,381,-552,-49,2441,28,9,22,11,14,14
ILV5_YEAST,Mitochondrion,395,51410,384,-537,-39,2430,28,11,23,11,15,13
ISP1_TRYBB,Mitochondrion,145,19700,217,-33,-9,857,30,23,26,2,9,8
CPN1_HUMAN,Mitochondrion,503,66498,612,-614,-61,3115,33,9,23,10,14,11
CPM1_RAT,Mitochondrion,526,69966,581,-686,-62,3232,27,12,25,10,14,12
IDH3_BOVIN,Mitochondrion,366,46192,425,-421,-40,2214,32,6,24,11,13,14
THIM_RAT,Mitochondrion,397,48951,456,-443,-45,2408,33,6,25,8,12,15
CAH5_MOUSE,Mitochondrion,299,39398,266,-395,-42,1841,25,10,24,8,16,14
CP27_HUMAN,Mitochondrion,531,69705,608,-648,-70,3274,31,10,21,8,14,13
RT12_PARTE,Mitochondrion,139,18270,139,-227,-19,974,26,4,21,6,30,14
ODPA_HUMAN,Mitochondrion,390,50248,382,-476,-38,2390,28,8,23,11,15,13
HS71_LEIMA,Mitochondrion,634,79647,721,-867,-54,3816,32,5,24,12,13,12
MRS2_YEAST,Mitochondrion,470,62628,554,-664,-26,2882,29,10,32,13,15,5
RM03_RAT,Mitochondrion,347,44437,325,-456,-54,2163,26,8,23,8,16,18
HEM1_CHICK,Mitochondrion,635,81280,663,-804,-70,3901,29,6,26,9,16,12
RM16_YEAST,Mitochondrion,232,30645,229,-353,-26,1511,25,9,22,11,22,14
RT12_ACACA,Mitochondrion,127,16928,106,-199,-16,867,23,9,23,7,28,13
KAD2_YEAST,Mitochondrion,225,29197,253,-321,-27,1385,31,7,23,9,15,12
ATPT_YEAST,Mitochondrion,325,42344,399,-469,-25,1984,32,6,28,12,14,8
ODO2_HUMAN,Mitochondrion,453,56768,540,-539,-73,2790,33,5,22,10,13,15
HEMZ_MOUSE,Mitochondrion,420,54618,425,-533,-58,2601,29,7,26,10,15,13
MGM1_YEAST,Mitochondrion,843,109939,951,-1269,-56,5096,29,6,27,13,16,7
RF1M_YEAST,Mitochondrion,413,54133,420,-641,-36,2549,27,7,25,13,17,9
PT11_YEAST,Mitochondrion,718,97197,831,-1022,-28,4400,28,12,29,11,16,4
AR56_SCHPO,Mitochondrion,885,113561,1033,-1212,-90,5428,32,8,25,11,14,11
RM41_YEAST,Mitochondrion,263,35247,255,-411,-34,1650,25,9,22,13,19,12
RM02_ACACA,Mitochondrion,253,33029,281,-333,-29,1657,28,10,22,9,20,15
RM49_YEAST,Mitochondrion,137,18450,156,-213,-15,857,27,7,26,12,20,9
SODM_YEAST,Mitochondrion,233,29921,246,-313,-22,1410,30,11,24,11,13,12
SSBS_XENLA,Mitochondrion,146,19334,167,-232,-10,914,29,8,25,10,18,9
IDHP_BOVIN,Mitochondrion,452,58884,463,-613,-45,2782,27,10,23,8,16,12
OTC_HUMAN,Mitochondrion,354,46209,392,-461,-31,2159,30,8,27,10,14,10
RTPT_YEAST,Mitochondrion,318,41663,329,-548,-22,1993,26,6,29,17,19,8
ADH3_YEAST,Mitochondrion,375,47055,445,-432,-41,2288,33,8,21,9,14,15
MAOM_HUMAN,Mitochondrion,584,75862,676,-716,-69,3553,31,9,23,10,13,13
EFTU_YEAST,Mitochondrion,437,55765,504,-566,-46,2663,31,5,23,11,15,13
MSS1_YEAST,Mitochondrion,526,67820,669,-736,-34,3182,31,7,28,10,14,8
RT19_ACACA,Mitochondrion,78,10355,78,-119,-3,533,22,9,27,8,29,9
C1TM_YEAST,Mitochondrion,975,123627,1190,-1264,-112,5977,33,6,22,10,15,13
ETFB_HUMAN,Mitochondrion,255,32383,344,-355,-28,1573,38,2,17,10,16,12
ODPX_YEAST,Mitochondrion,410,52672,455,-595,-43,2458,30,7,25,12,14,9
ILV3_YEAST,Mitochondrion,585,73301,589,-660,-74,3548,28,7,26,10,13,16
MTDC_DROME,Mitochondrion,357,45122,425,-451,-46,2195,33,3,24,9,15,13
DLDH_HUMAN,Mitochondrion,509,63232,611,-594,-50,3089,33,6,23,10,13,15
ACDM_HUMAN,Mitochondrion,421,54095,430,-542,-40,2575,29,9,22,11,14,13
IATP_PICJA,Mitochondrion,62,8168,48,-135,-1,376,24,3,21,13,23,5
HSP7_YEAST,Mitochondrion,811,105762,987,-1269,-65,4997,33,5,21,12,18,9
THIL_RAT,Mitochondrion,424,52257,527,-455,-48,2593,37,5,22,9,13,14
STF1_YEAST,Mitochondrion,86,11581,76,-166,-8,554,24,6,23,19,23,10
RM02_PARTE,Mitochondrion,259,34410,255,-336,-30,1694,25,14,25,9,20,13
ETFB_YEAST,Mitochondrion,261,33405,350,-383,-26,1597,35,3,22,13,16,10
ODO2_YEAST,Mitochondrion,463,58689,496,-642,-52,2839,30,5,26,13,15,11
RT02_YEAST,Mitochondrion,115,15574,134,-181,-12,757,27,10,24,13,22,10
HMGL_HUMAN,Mitochondrion,325,40182,404,-319,-34,1974,35,6,27,9,11,14
GCST_BOVIN,Mitochondrion,397,49947,466,-436,-46,2428,34,5,25,7,13,13
SODM_ONCVO,Mitochondrion,223,28988,249,-278,-20,1362,33,9,22,12,15,11
GLYM_RABIT,Mitochondrion,475,61111,517,-628,-54,2920,31,8,21,9,15,13
CISY_PIG,Mitochondrion,464,59904,507,-541,-49,2826,32,9,24,9,13,12
CAH5_HUMAN,Mitochondrion,305,40183,282,-368,-40,1854,27,12,28,10,12,13
RM11_ACACA,Mitochondrion,339,45231,549,-429,-14,2116,35,14,29,14,14,4
RT08_YEAST,Mitochondrion,219,28993,262,-388,-14,1283,28,7,20,15,16,7
ECHA_HUMAN,Mitochondrion,763,96579,933,-940,-80,4695,32,7,22,8,15,13
RT14_PARTE,Mitochondrion,102,14077,104,-189,-1,685,26,8,30,14,27,2
GCSH_BOVIN,Mitochondrion,173,21866,189,-207,-20,1037,32,7,22,16,12,13
ADRO_BOVIN,Mitochondrion,498,63891,562,-619,-80,3073,31,7,20,7,14,16
HEM1_RAT,Mitochondrion,642,82585,662,-803,-81,3957,28,7,27,9,15,12
ATPU_YEAST,Mitochondrion,580,77867,675,-842,-38,3630,29,10,24,9,19,7
RM14_PARTE,Mitochondrion,119,15750,139,-174,-10,808,26,10,20,5,27,12
ODPB_SCHPO,Mitochondrion,366,46148,453,-414,-42,2213,35,8,22,10,12,12
RM16_ACACA,Mitochondrion,141,18893,164,-208,-12,939,28,11,21,9,25,9
OTC_ASPNG,Mitochondrion,370,46521,423,-443,-47,2272,32,6,22,9,15,14
ODPA_ASCSU,Mitochondrion,396,50831,365,-466,-33,2403,28,10,26,9,14,12
MTF1_YEAST,Mitochondrion,340,45502,365,-431,-39,2041,26,13,23,9,14,11
SYYM_YEAST,Mitochondrion,492,64062,581,-670,-39,3013,30,9,27,10,14,10
PUT2_YEAST,Mitochondrion,575,74694,604,-738,-64,3459,28,12,24,11,13,12
CBS1_YEAST,Mitochondrion,233,31204,290,-348,-14,1458,30,7,31,16,17,6
SYYM_NEUCR,Mitochondrion,669,87360,615,-949,-68,4136,26,8,26,10,16,13
ACDS_MOUSE,Mitochondrion,412,52293,454,-490,-38,2525,34,7,25,10,13,12
RMS5_NEUCR,Mitochondrion,426,57574,558,-665,-24,2757,33,11,24,15,20,5
MPP2_NEUCR,Mitochondrion,476,61047,534,-669,-34,2864,32,7,25,11,14,9
NUCG_BOVIN,Mitochondrion,299,37589,330,-342,-43,1849,35,8,19,8,13,16
PCCA_HUMAN,Mitochondrion,702,89624,826,-887,-62,4253,32,7,24,11,14,11
MPP2_RAT,Mitochondrion,489,63040,541,-604,-44,2965,32,7,26,12,13,11
SYKM_YEAST,Mitochondrion,576,76402,650,-827,-54,3524,27,9,27,12,15,10
GLYM_YEAST,Mitochondrion,490,62401,509,-603,-57,2995,29,8,25,9,14,14
BDH_RAT,Mitochondrion,344,44477,344,-406,-34,2115,28,10,26,9,15,11
BCS1_YEAST,Mitochondrion,456,59347,478,-602,-46,2778,27,9,27,10,14,12
RT11_ACACA,Mitochondrion,173,23174,204,-282,-10,1209,28,10,25,6,29,6
RM33_YEAST,Mitochondrion,98,12615,124,-150,-9,635,32,5,22,11,21,11
EFTS_BOVIN,Mitochondrion,338,42626,374,-396,-38,2050,31,6,25,9,13,15
GPDM_HUMAN,Mitochondrion,727,93790,818,-930,-66,4422,32,8,23,9,14,11
SYDM_YEAST,Mitochondrion,658,87200,719,-963,-67,4030,27,10,24,13,16,10
RPOM_YEAST,Mitochondrion,1351,177206,1509,-1991,-128,8268,29,8,26,12,16,9
RT17_YEAST,Mitochondrion,131,17343,175,-196,-8,831,34,5,22,8,20,7
RM02_KLULA,Mitochondrion,364,49205,367,-637,-33,2315,26,9,21,13,21,9
RPOM_NEUCR,Mitochondrion,1422,185161,1500,-2062,-159,8616,29,7,26,11,14,11
BCKD_RAT,Mitochondrion,412,53735,477,-542,-45,2550,30,8,22,6,17,12
