Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
OCT1_MOUSE,Nucleus,770,93286,799.7,-898.1,-107.6,4584.16,31.42857143,2.727272727,41.81818182,8.181818182,5.844155844,12.72727273
PAX9_MOUSE,Nucleus,342,42486,336,-367.9,-69.2,2115.12,30.11695906,7.01754386,25.43859649,7.01754386,12.28070175,19.00584795
RPA2_DROME,Nucleus,1129,148570,1146.7,-1383.9,-126.4,6909.82,26.3064659,9.300265722,26.48361382,9.5659876,14.96899911,12.31178034
FKB2_BOVIN,Nucleus,224,29176,219.7,-372.3,-23.2,1393.71,25.89285714,7.142857143,21.42857143,12.5,20.08928571,11.16071429
T2FB_YEAST,Nucleus,400,53758,330,-750.8,-26.8,2451.04,22.75,6.5,24.75,18.25,20,7.75
CYSR_HUMAN,Nucleus,192,23851,124.6,-210.3,-23.2,1187.55,19.27083333,9.895833333,25.52083333,9.895833333,17.1875,19.27083333
RRXB_HUMAN,Nucleus,533,66433,469.8,-600.6,-128,3289.39,24.76547842,5.253283302,21.95121951,7.317073171,13.8836773,23.4521576
RRB3_MOUSE,Nucleus,482,61928,451.6,-578.8,-78,2955.64,24.68879668,5.809128631,30.49792531,9.128630705,14.52282158,14.3153527
RFA1_HUMAN,Nucleus,616,79131,638.5,-821.8,-60.4,3708.63,27.43506494,8.279220779,29.22077922,12.17532468,12.17532468,11.36363636
JUNB_HUMAN,Nucleus,347,42067,283.3,-391,-72,2144.64,25.36023055,6.051873199,23.05475504,8.069164265,12.96829971,24.2074928
ENL_HUMAN,Nucleus,559,72057,370,-906.8,-103.6,3456.76,17.17352415,5.366726297,28.80143113,13.23792487,18.60465116,14.66905188
MYBB_CHICK,Nucleus,686,89979,609.7,-1073.1,-98.4,4184.57,23.61516035,6.12244898,28.42565598,12.09912536,16.03498542,11.80758017
MAT2_YEAST,Nucleus,210,28016,227,-362.5,-14.8,1305.56,26.66666667,5.238095238,30.47619048,17.14285714,18.0952381,6.19047619
RPB1_TRYBB,Nucleus,1766,228074,1832.1,-2396.7,-186,10781.53,28.59569649,6.964892412,26.72706682,10.64552661,14.55266138,11.55152888
MAX_HUMAN,Nucleus,160,21117,109.8,-315,-9.6,972.11,21.25,4.375,31.25,13.125,19.375,5.625
SUV9_DROME,Nucleus,635,83306,636.1,-940,-53.6,3903.96,27.24409449,7.086614173,27.71653543,13.54330709,16.37795276,8.818897638
PAX1_MOUSE,Nucleus,361,44343,340.1,-367.3,-84.8,2232.75,29.08587258,6.648199446,23.26869806,6.925207756,11.63434903,22.99168975
SET_HUMAN,Nucleus,277,37068,203.5,-556.3,-20.4,1501.06,18.41155235,8.303249097,20.2166065,23.8267148,12.63537906,8.664259928
ABAA_EMENI,Nucleus,796,103382,583.1,-1136.2,-124.4,4834.57,21.98492462,7.537688442,31.40703518,9.296482412,14.57286432,13.81909548
MOT1_YEAST,Nucleus,1867,243323,2284.7,-2601.8,-153.2,11244.52,32.19068024,6.695232994,26.40599893,12.05141939,13.71183717,8.462774505
RAG1_HUMAN,Nucleus,1043,137735,1042.1,-1484.7,-101.6,6479.99,26.07861937,7.766059444,25.02396932,11.60115053,19.17545542,9.395973154
CST2_HUMAN,Nucleus,577,71258,503.4,-661,-139.2,3526.97,26.34315425,2.426343154,25.9965338,9.705372617,10.91854419,24.43674177
POK_DROME,Nucleus,732,91674,566.5,-892.5,-148.8,4415.61,23.90710383,6.284153005,35.38251366,9.016393443,9.836065574,17.62295082
STH1_YEAST,Nucleus,1359,181009,1416.3,-2366.9,-90.4,8284.9,27.2259014,6.548933039,25.01839588,15.15820456,17.66004415,6.916850625
RU1C_HUMAN,Nucleus,159,20217,58.9,-106.1,-70,1008.53,11.94968553,5.660377358,28.30188679,2.51572327,13.83647799,34.59119497
SMC2_YEAST,Nucleus,1170,154817,1272.8,-1991.4,-55.6,7105.54,27.86324786,5.47008547,28.03418803,16.4957265,16.92307692,5.982905983
RPB1_YEAST,Nucleus,1726,221798,1728.5,-2231.1,-240.8,10338.41,26.41946698,7.41599073,27.57821553,10.89223638,12.22479722,13.67323291
RPC6_YEAST,Nucleus,317,41782,349.9,-442.7,-21.2,1877.17,27.44479495,9.779179811,28.70662461,15.14195584,12.30283912,8.201892744
CSE2_YEAST,Nucleus,149,20021,138.4,-281.4,-13.6,897.07,23.48993289,4.697986577,34.22818792,17.44966443,16.10738255,6.711409396
SRYD_DROME,Nucleus,430,57335,369.8,-692.1,-26.8,2507.41,21.39534884,6.976744186,28.37209302,15.58139535,16.51162791,6.511627907
SIS2_YEAST,Nucleus,562,72507,488.4,-922.9,-68.4,3274.12,23.30960854,3.736654804,31.31672598,13.16725979,12.63345196,10.67615658
MEFX_HUMAN,Nucleus,365,45147,281.6,-388.2,-114.8,2288.71,23.01369863,5.753424658,22.73972603,6.575342466,12.60273973,27.67123288
RPC2_YEAST,Nucleus,1149,149972,1284.7,-1518.8,-101.6,6998.38,29.59094865,7.484769365,25.32637076,9.834638816,14.96953873,10.61792863
SR55_DROME,Nucleus,349,45871,175.4,-689.1,-26.8,2352.44,14.61318052,5.444126074,26.93409742,9.742120344,28.08022923,12.32091691
MEF2_HUMAN,Nucleus,507,63858,394.6,-647.7,-106.4,3069,21.30177515,4.536489152,36.88362919,10.0591716,10.45364892,18.14595661
XPB_DROME,Nucleus,802,105019,806.5,-1132,-78.8,4894.81,26.80798005,8.728179551,24.18952618,10.59850374,15.96009975,11.09725686
T2FA_HUMAN,Nucleus,517,67498,323.7,-958.9,-61.6,3185.18,17.79497099,5.609284333,25.3384913,16.24758221,19.92263056,12.37911025
RPB9_DROME,Nucleus,129,17413,99.2,-185,-10.8,775.02,20.93023256,9.302325581,31.00775194,16.27906977,17.05426357,6.976744186
HSP2_HYLLA,Nucleus,102,14683,35.5,-237.5,-4.8,744.79,9.803921569,3.921568627,25.49019608,7.843137255,43.1372549,8.823529412
HNFA_MOUSE,Nucleus,628,78448,570,-780.5,-114.4,3762.48,26.11464968,4.299363057,33.28025478,9.872611465,10.1910828,16.87898089
HGV2_HALRO,Nucleus,510,65971,391,-903.9,-44,2970.32,22.74509804,3.333333333,25.29411765,19.41176471,16.07843137,9.215686275
REL_CHICK,Nucleus,598,77518,539.2,-823.2,-90,3585.01,23.57859532,8.026755853,31.93979933,11.70568562,12.37458194,13.04347826
HMK2_MOUSE,Nucleus,245,31631,212.4,-386.1,-25.6,1512.49,26.93877551,6.12244898,31.02040816,13.46938776,14.69387755,10.20408163
HSP2_BOVIN,Nucleus,112,15066,36.6,-205.1,-22.4,797.23,12.5,3.571428571,24.10714286,4.464285714,33.03571429,20.53571429
SNAI_DROME,Nucleus,390,49939,280.3,-473,-55.6,2377.45,21.28205128,7.435897436,36.66666667,8.205128205,14.1025641,11.79487179
GAT1_MOUSE,Nucleus,413,50042,344.5,-382.2,-80.4,2517.52,25.90799031,7.263922518,30.50847458,6.779661017,9.927360775,20.33898305
RPB3_HUMAN,Nucleus,275,36302,295.1,-421.2,-30.4,1619.97,28.36363636,7.636363636,24.36363636,14.18181818,13.09090909,9.090909091
PR21_YEAST,Nucleus,280,38037,243.5,-517,-19.2,1721.77,20,9.642857143,22.85714286,13.21428571,21.07142857,7.5
POUC_BRARE,Nucleus,610,74014,765,-661.9,-82.4,3640.18,36.8852459,2.786885246,33.60655738,8.68852459,6.229508197,13.60655738
TSH_DROME,Nucleus,993,123944,775.5,-1358.2,-167.6,6099.11,23.96777442,4.833836858,30.51359517,12.48741188,14.40080564,16.21349446
THAA_XENLA,Nucleus,418,55123,416.9,-554.4,-39.6,2550.95,25.59808612,6.937799043,26.07655502,9.80861244,16.98564593,10.04784689
CB31_YEAST,Nucleus,956,128981,906.9,-1546.4,-85.2,5729.71,22.38493724,10.9832636,28.24267782,14.43514644,15.58577406,7.845188285
PEA3_MOUSE,Nucleus,555,70750,412.4,-671.5,-130,3360.61,21.26126126,9.369369369,23.96396396,8.288288288,12.61261261,21.8018018
ORC2_YEAST,Nucleus,620,82299,586.6,-989.1,-63.2,3829.36,23.22580645,8.387096774,30.96774194,14.51612903,16.77419355,9.032258065
RRP1_DROME,Nucleus,679,86782,566.7,-1096.8,-106.8,4237.63,26.80412371,4.860088365,18.55670103,15.02209131,19.44035346,14.13843888
ATF3_HUMAN,Nucleus,181,23792,189.2,-298.5,-16.4,1126.32,28.17679558,3.314917127,27.0718232,17.12707182,19.33701657,7.73480663
GAT6_CHICK,Nucleus,387,47152,275.1,-375.9,-81.6,2381.1,25.06459948,6.201550388,31.78294574,7.751937984,10.59431525,20.93023256
SCAL_DROME,Nucleus,440,57504,422.3,-594.9,-51.2,2646.02,25,9.090909091,29.09090909,11.59090909,12.5,12.04545455
CTK2_YEAST,Nucleus,323,43657,393,-465.3,-18.4,1962.04,30.03095975,11.76470588,26.31578947,13.62229102,14.86068111,4.953560372
MEC3_CAEEL,Nucleus,321,42806,248.2,-429.8,-32.8,1921.59,19.9376947,9.345794393,30.52959502,12.77258567,16.19937695,9.657320872
NASP_RABIT,Nucleus,680,85667,561.6,-1155.7,-65.2,3818.36,25.73529412,2.058823529,24.85294118,24.41176471,10.73529412,11.61764706
MNDA_HUMAN,Nucleus,407,53091,405.2,-641.1,-40.4,2569.45,26.04422604,6.142506143,28.74692875,12.53071253,19.41031941,9.336609337
TEBB_STYMY,Nucleus,392,50195,358.8,-646.9,-35.6,2518.91,24.23469388,7.653061224,26.78571429,7.397959184,21.68367347,10.45918367
RPB4_YEAST,Nucleus,221,29346,226.6,-429.1,-6,1298.53,27.14932127,4.07239819,26.24434389,19.45701357,16.74208145,4.07239819
UGA3_YEAST,Nucleus,528,70639,645.8,-736.2,-31.2,3169.05,30.3030303,9.659090909,26.13636364,12.87878788,14.58333333,6.25
TFC4_YEAST,Nucleus,1025,138525,1087,-1650.3,-46.8,6115.14,28.29268293,11.02439024,22.43902439,15.02439024,15.6097561,4.975609756
PDR1_YEAST,Nucleus,1063,140170,1120.6,-1493.2,-80.8,6359.01,24.92944497,10.44214487,32.54938852,14.76952023,13.07619944,7.714016933
SWI3_YEAST,Nucleus,825,107656,702.4,-1429,-84.4,4825.65,21.93939394,5.696969697,32.12121212,20.12121212,13.09090909,9.575757576
CC27_YEAST,Nucleus,758,98966,746.2,-1042.1,-58.8,4569.74,27.176781,8.970976253,36.93931398,15.03957784,12.13720317,7.124010554
THB1_HUMAN,Nucleus,461,61007,448.3,-638.9,-41.2,2806.75,24.94577007,7.809110629,25.81344902,11.06290672,17.78741866,9.327548807
PHO2_YEAST,Nucleus,559,73366,476.9,-996.5,-47.6,3255.32,20.75134168,6.797853309,39.35599284,18.24686941,11.80679785,7.334525939
ILF_HUMAN,Nucleus,543,67402,558,-675.5,-108.8,3353.52,30.20257827,4.051565378,29.28176796,8.103130755,12.3388582,16.94290976
MYOD_DROME,Nucleus,332,42127,227.4,-458.8,-40,2011.73,21.08433735,7.228915663,36.74698795,12.04819277,13.55421687,12.04819277
CEBD_MOUSE,Nucleus,268,33419,226.9,-348.8,-63.6,1651.33,25.74626866,5.223880597,20.14925373,9.328358209,13.80597015,22.3880597
HXA4_MOUSE,Nucleus,326,40969,228.4,-343.3,-101.6,2063.78,23.00613497,7.975460123,22.6993865,7.975460123,15.33742331,25.4601227
ATO_DROME,Nucleus,312,39691,234,-420.5,-34,1849.57,23.07692308,9.294871795,33.97435897,12.5,10.25641026,11.85897436
TF3B_YEAST,Nucleus,596,77541,615.6,-975.2,-34,3628.09,28.52348993,6.040268456,24.83221477,15.26845638,17.61744966,7.214765101
ATFA_HUMAN,Nucleus,483,60374,449.8,-602.2,-106.4,2963.25,26.08695652,2.277432712,31.05590062,9.109730849,13.04347826,17.80538302
LEUR_YEAST,Nucleus,886,115970,905,-1245.9,-74.8,5308.52,26.63656885,8.013544018,32.16704289,14.67268623,12.75395034,7.900677201
PHI0_HOLTU,Nucleus,78,10056,60.9,-157.4,-8,614.43,34.61538462,0,15.38461538,0,43.58974359,6.41025641
AP2_HUMAN,Nucleus,437,55856,406.8,-614.8,-77.2,2678.78,26.08695652,5.491990847,27.23112128,11.4416476,15.10297483,16.01830664
STP2_RAT,Nucleus,116,15049,18.6,-198.3,-25.6,830.16,6.896551724,1.724137931,36.20689655,3.448275862,35.34482759,18.96551724
GCN4_YEAST,Nucleus,281,36315,290.2,-436.8,-34.4,1679.62,27.04626335,5.693950178,27.40213523,13.16725979,14.23487544,9.252669039
PUR_HUMAN,Nucleus,322,40650,268,-478.6,-38.8,1953.93,22.98136646,7.453416149,22.67080745,11.80124224,14.28571429,18.94409938
RCC_SCHPO,Nucleus,539,67980,525.2,-762.7,-62,3239.54,27.45825603,4.638218924,25.97402597,12.61595547,13.54359926,14.28571429
TBF1_YEAST,Nucleus,562,73062,575.6,-824.5,-56.4,3382.28,25.6227758,7.651245552,33.09608541,13.34519573,12.63345196,10.14234875
KNRL_DROME,Nucleus,647,79875,480,-878.8,-110,3852.89,21.94744977,3.863987635,31.83925811,13.75579598,12.36476043,17.92890263
AFLR_ASPFL,Nucleus,437,54527,400.7,-489.8,-69.6,2651.59,27.00228833,4.347826087,31.80778032,7.322654462,12.81464531,15.10297483
STP2_HUMAN,Nucleus,138,18089,42.7,-240.8,-19.6,930.61,8.695652174,2.173913043,48.55072464,5.797101449,27.53623188,11.5942029
MYBB_HUMAN,Nucleus,700,91257,637.3,-1072.5,-106,4271.74,24.71428571,5.285714286,27.42857143,11.42857143,15.85714286,12.57142857
RAD4_YEAST,Nucleus,754,100629,717.6,-1215,-66,4633.13,24.933687,8.48806366,22.28116711,14.45623342,18.70026525,9.151193634
NECD_MOUSE,Nucleus,325,42621,348.8,-420.3,-54.8,2008.89,31.38461538,7.384615385,20.92307692,10.76923077,14.76923077,13.53846154
MODU_DROME,Nucleus,544,70102,605.7,-920.6,-43.6,3271.28,28.49264706,5.147058824,23.71323529,15.625,16.36029412,8.455882353
BRM_DROME,Nucleus,1638,214393,1383,-2523,-270,10060.1,23.87057387,5.189255189,25.88522589,11.05006105,16.48351648,15.2014652
HMPR_HUMAN,Nucleus,331,39232,318.2,-352.9,-56,2071.84,32.02416918,3.32326284,19.33534743,6.948640483,16.3141994,22.35649547
HM18_CAEEL,Nucleus,542,69152,554.6,-781.5,-56.8,3213.99,26.56826568,4.79704797,31.5498155,13.65313653,12.17712177,10.70110701
ROX1_YEAST,Nucleus,368,48397,305.3,-595.1,-58.4,2288.78,22.01086957,5.97826087,39.67391304,12.22826087,15.2173913,11.14130435
YOX1_YEAST,Nucleus,296,37953,275.9,-444.7,-38.8,1849.52,25,3.378378378,35.13513514,9.797297297,16.89189189,9.459459459
CBFA_PETMA,Nucleus,209,26395,188.6,-269.4,-20,1203.9,24.88038278,7.177033493,31.10047847,10.04784689,9.090909091,12.44019139
NASP_HUMAN,Nucleus,787,99246,704.8,-1308.6,-76,4437.05,27.19186785,2.668360864,22.87166455,22.61753494,11.05463787,11.56289708
CSE1_YEAST,Nucleus,960,126444,1357,-1266.3,-80.4,5677.76,33.95833333,9.6875,26.875,13.54166667,10.20833333,7.5
ATF4_MOUSE,Nucleus,349,44576,296.6,-489.9,-58,2051.07,23.20916905,5.730659026,24.64183381,11.46131805,13.18051576,14.89971347
PCNA_SCHPO,Nucleus,260,33598,316.2,-360.2,-15.2,1508.16,32.30769231,6.153846154,27.69230769,11.92307692,10.76923077,6.538461538
CUT3_SCHPO,Nucleus,1324,174238,1423,-2217.7,-65.6,7997.47,27.11480363,5.891238671,30.06042296,16.5407855,15.78549849,5.81570997
SYU1_RAT,Nucleus,140,17001,129.9,-179,-15.6,822.56,29.28571429,5,20.71428571,14.28571429,11.42857143,17.14285714
SRY_MOUSE,Nucleus,395,56533,186.2,-954.3,-21.6,2430.51,10.63291139,9.873417722,42.78481013,4.556962025,24.05063291,4.556962025
CHD1_MOUSE,Nucleus,1711,226972,1281.7,-2976.9,-148.8,10499.75,20.33898305,7.013442431,26.53419053,12.68264173,19.75452951,9.818819404
HXCA_MOUSE,Nucleus,342,44291,212.9,-490,-56,2097.98,19.29824561,7.602339181,30.70175439,15.78947368,15.20467836,14.61988304
GCR_CAVPO,Nucleus,771,98625,738.2,-965.9,-100.8,4629.67,24.64332036,7.003891051,32.55512322,11.02464332,11.54345006,13.61867704
CHA4_YEAST,Nucleus,648,85954,676.9,-873.9,-54.4,3896.41,27.00617284,10.95679012,30.24691358,13.58024691,12.65432099,7.561728395
RPC1_PLAFA,Nucleus,2339,314606,2399.1,-3883.8,-111.2,14048.25,24.58315519,9.191962377,32.44976486,20.7781103,15.81872595,5.472424113
TFB1_YEAST,Nucleus,642,84350,661,-1054.9,-47.2,3867.62,26.47975078,5.919003115,31.15264798,16.19937695,15.42056075,7.165109034
GIAN_DROME,Nucleus,448,57176,344,-692.9,-46,2734.18,26.11607143,5.580357143,38.39285714,9.821428571,12.72321429,8.928571429
RB48_HUMAN,Nucleus,425,55235,407.2,-609.6,-48.4,2465.39,25.41176471,8.470588235,25.17647059,13.41176471,12.70588235,11.52941176
SR75_HUMAN,Nucleus,494,65604,179.8,-1065.2,-32.4,3401.17,10.93117409,4.048582996,31.37651822,10.12145749,32.18623482,9.109311741
HMMC_BRARE,Nucleus,273,35048,231.2,-359.3,-46.4,1708.18,23.44322344,7.692307692,29.3040293,8.791208791,15.38461538,15.01831502
RAD4_SCHPO,Nucleus,648,85730,692.9,-963.7,-67.6,3948.21,26.54320988,9.413580247,26.38888889,12.80864198,15.43209877,9.87654321
RAD2_YEAST,Nucleus,1031,136246,969.8,-1746.4,-86,6145,23.27837051,7.856450048,26.8671193,16.10087294,15.32492726,8.923375364
MCE1_SCHPO,Nucleus,402,54039,410.3,-594.3,-41.2,2455.01,25.12437811,10.69651741,20.14925373,11.94029851,17.91044776,9.950248756
SMD1_YEAST,Nucleus,146,18866,166.5,-226.8,-16.4,926.19,30.82191781,3.424657534,32.87671233,10.95890411,15.06849315,11.64383562
GAT4_HUMAN,Nucleus,442,52515,316.3,-395.2,-92,2722.93,26.01809955,6.334841629,29.86425339,5.882352941,10.40723982,22.85067873
RIMI_YEAST,Nucleus,625,79388,505.7,-828.6,-86,3764.89,22.72,5.28,36,10.56,12.96,12.8
FKH_DROME,Nucleus,510,63387,311.1,-537.2,-85.2,3112.68,20.39215686,6.078431373,36.47058824,8.039215686,13.33333333,17.64705882
EVI1_HUMAN,Nucleus,1051,137103,792.9,-1568.9,-140,6364.1,19.21979068,7.326355852,30.54234063,12.4643197,17.03139867,11.89343482
CDNB_HUMAN,Nucleus,198,25595,117.3,-335.6,-36.8,1217.92,18.18181818,4.545454545,27.77777778,14.14141414,17.67676768,16.16161616
POU3_XENLA,Nucleus,382,48355,304.2,-550.3,-48,2334.26,22.77486911,4.97382199,32.46073298,6.282722513,15.96858639,14.92146597
NET_HUMAN,Nucleus,407,51623,453.9,-486.1,-68,2497.78,29.97542998,6.633906634,27.76412776,9.336609337,13.51351351,13.02211302
LOLL_DROME,Nucleus,894,112507,744.2,-1348.2,-82.4,5383.6,25.5033557,4.250559284,32.10290828,11.0738255,13.98210291,11.63310962
PU1_MOUSE,Nucleus,266,35410,186.7,-400.3,-37.2,1616.15,18.42105263,10.15037594,25.18796992,10.15037594,17.66917293,14.66165414
CBL_HUMAN,Nucleus,906,115824,780.9,-1104.2,-176.4,5478.83,23.28918322,7.174392936,27.92494481,9.381898455,12.80353201,17.21854305
NIT4_NEUCR,Nucleus,1090,139712,905.9,-1493.5,-146.4,6573.75,23.85321101,6.605504587,31.65137615,9.541284404,12.75229358,14.58715596
HXD9_MOUSE,Nucleus,339,41037,216.8,-352.8,-80.4,2087.09,21.23893805,7.374631268,26.84365782,8.554572271,11.79941003,24.77876106
ERC1_HUMAN,Nucleus,297,37853,330.1,-367.7,-52,1796.21,30.97643098,6.734006734,22.8956229,8.754208754,12.12121212,15.48821549
TFS2_HUMAN,Nucleus,301,39331,250.4,-486,-20.8,1847.27,23.92026578,4.318936877,31.22923588,15.28239203,17.60797342,7.3089701
RPB1_HUMAN,Nucleus,1970,252403,1635.1,-2411,-368,11962.1,22.33502538,7.918781726,30.30456853,9.898477157,12.43654822,16.54822335
MCM1_YEAST,Nucleus,286,37896,191.7,-567.5,-36.4,1667.84,18.18181818,4.195804196,43.70629371,11.88811189,10.13986014,11.88811189
HMC4_MOUSE,Nucleus,282,35489,194.9,-322.6,-53.2,1733.07,19.5035461,8.510638298,31.91489362,8.510638298,12.41134752,19.5035461
MYB_DROME,Nucleus,657,85798,497.6,-1050.5,-72,4052.15,21.00456621,6.240487062,31.05022831,13.85083714,17.80821918,11.41552511
IRF1_HUMAN,Nucleus,325,42302,267.6,-434.1,-52.8,1939.49,23.07692308,7.076923077,28.30769231,10.76923077,12.92307692,13.84615385
RA25_YEAST,Nucleus,843,110389,862.4,-1219.3,-73.6,5068.21,27.16488731,8.422301305,26.33451957,11.50652432,14.35349941,9.727164887
AREA_EMENI,Nucleus,876,109842,646.5,-1174.6,-156,5313.73,22.14611872,5.707762557,36.52968037,9.132420091,11.30136986,15.4109589
HMEN_ARTSF,Nucleus,349,45362,278.2,-514.8,-61.2,2171.56,22.06303725,6.876790831,28.36676218,11.1747851,16.33237822,14.61318052
HM22_CAEEL,Nucleus,346,43680,249.6,-443.4,-45.6,2068.85,22.5433526,8.670520231,35.83815029,9.248554913,10.40462428,12.13872832
NAB3_YEAST,Nucleus,802,104759,530.5,-1402.1,-123.2,4586.64,18.0798005,5.860349127,33.41645885,18.0798005,10.47381546,13.71571072
HMUX_DROME,Nucleus,389,46980,270.1,-461.3,-46.8,2373.76,25.44987147,6.683804627,28.79177378,9.511568123,12.08226221,20.05141388
PR19_YEAST,Nucleus,502,65427,515.4,-688.5,-42,2971.68,28.0876494,8.565737052,29.08366534,12.15139442,11.95219124,8.366533865
ELF1_HUMAN,Nucleus,619,78504,618.4,-855.6,-91.2,3684.63,27.14054927,4.523424879,32.47172859,11.3085622,10.82390953,12.60096931
RPA4_YEAST,Nucleus,326,42035,329.2,-520.3,-30.4,1896.99,25.15337423,6.748466258,27.60736196,18.40490798,12.57668712,11.34969325
LAMA_XENLA,Nucleus,665,86788,588.4,-1187.7,-38.8,4105.91,26.61654135,3.157894737,27.51879699,14.73684211,18.79699248,7.819548872
RA54_HUMAN,Nucleus,1641,216253,1306.1,-2940.3,-118.8,9991.58,21.1456429,5.36258379,27.97074954,15.17367459,18.95185862,8.409506399
ESCA_DROME,Nucleus,470,60334,318.5,-606.4,-76.4,2836.91,20.63829787,6.808510638,32.34042553,10.63829787,15.31914894,13.82978723
HMGC_MOUSE,Nucleus,256,32538,219.1,-323.9,-45.2,1584.5,26.171875,7.421875,23.828125,10.15625,14.84375,17.1875
HMPR_DROME,Nucleus,613,76441,477.7,-720.5,-108,3722.61,23.98042414,6.688417618,33.27895595,9.461663948,11.74551387,16.63947798
HXB1_CHICK,Nucleus,309,39339,207.9,-410.6,-57.6,1901.04,21.03559871,8.414239482,30.09708738,11.00323625,13.91585761,17.47572816
FOS_HUMAN,Nucleus,380,47472,339.1,-430.3,-63.6,2246.03,25.78947368,6.578947368,30,10.26315789,10,14.21052632
HXA1_HUMAN,Nucleus,330,41936,208.3,-437.6,-50.4,2019.04,19.39393939,8.181818182,33.93939394,9.696969697,15.45454545,15.45454545
RPB5_YEAST,Nucleus,215,28902,222.6,-314.8,-22.4,1337.56,25.58139535,8.837209302,25.58139535,13.02325581,17.6744186,9.302325581
OCT6_HUMAN,Nucleus,398,47516,319.7,-439.1,-84,2456.55,26.63316583,4.773869347,17.08542714,5.778894472,16.33165829,27.13567839
ELG_DROME,Nucleus,464,60933,469.4,-686.9,-36,2749.13,27.37068966,6.896551724,28.01724138,15.0862069,13.36206897,8.405172414
PP11_SCHPO,Nucleus,327,43461,339.3,-427.9,-36.4,1953.57,25.0764526,11.31498471,23.54740061,10.09174312,13.76146789,12.2324159
T2FB_XENLA,Nucleus,264,34840,228,-446.5,-21.2,1635.27,24.62121212,6.818181818,26.13636364,12.87878788,18.93939394,9.848484848
RFX1_HUMAN,Nucleus,979,122214,945.6,-1145.2,-174,5876.01,29.21348315,6.33299285,30.94994893,7.354443309,8.478038815,17.16036772
LOS1_YEAST,Nucleus,1100,146455,1499.1,-1452.3,-60.4,6440.16,31.09090909,10.45454545,32.45454545,15.36363636,9.545454545,5.272727273
RA16_YEAST,Nucleus,790,105528,810,-1255.9,-57.6,4829.18,25.44303797,8.227848101,27.97468354,13.16455696,17.08860759,7.594936709
HES2_RAT,Nucleus,157,19816,173.3,-175.7,-32.4,1001.35,34.39490446,3.821656051,20.38216561,7.643312102,15.2866242,17.19745223
HSF_YEAST,Nucleus,833,108157,657.9,-1452.5,-93.2,4915.47,19.92797119,6.242496999,38.17527011,19.92797119,12.36494598,9.963985594
TBAP_HUMAN,Nucleus,176,22572,189.7,-281.8,-8.4,1027.43,32.38636364,2.840909091,31.81818182,16.47727273,11.36363636,5.113636364
UBC3_SCHPO,Nucleus,157,20776,123.5,-210.9,-29.6,976.21,21.65605096,10.1910828,22.92993631,10.82802548,16.56050955,16.56050955
HXA7_MOUSE,Nucleus,229,29758,157.8,-323.8,-28.4,1363.17,22.70742358,10.91703057,24.89082969,15.28384279,13.10043668,12.66375546
PPAR_HUMAN,Nucleus,468,60613,525.9,-568.8,-42.8,2799.94,28.84615385,7.692307692,26.4957265,11.32478632,13.88888889,10.04273504
H5A_XENLA,Nucleus,196,24547,153.1,-347.9,-28.8,1394.12,27.55102041,2.040816327,18.87755102,4.591836735,34.18367347,12.24489796
RFA2_HUMAN,Nucleus,270,34056,278,-339,-32,1607.56,27.40740741,7.037037037,31.11111111,11.48148148,11.11111111,12.96296296
IPOU_DROME,Nucleus,367,46414,305.4,-474.7,-54.4,2274.83,25.06811989,5.449591281,27.52043597,7.084468665,17.16621253,14.98637602
CEB_DROME,Nucleus,444,56812,342.8,-745.6,-36,2687.11,23.87387387,3.378378378,39.41441441,12.16216216,13.28828829,11.48648649
SRY_GORGO,Nucleus,204,27494,130.1,-310.8,-22.4,1288.39,20.09803922,8.823529412,33.82352941,10.29411765,19.11764706,8.333333333
CC23_YEAST,Nucleus,626,84281,638.9,-883.9,-24,3713.67,27.31629393,12.77955272,26.67731629,13.25878594,13.41853035,5.271565495
HME1_HUMAN,Nucleus,391,47019,315,-473.1,-93.6,2434.82,28.90025575,3.58056266,23.27365729,6.905370844,13.55498721,23.01790281
HXB5_BRARE,Nucleus,275,35653,164.3,-396.1,-28.8,1688.09,17.45454545,9.818181818,38.90909091,11.63636364,14.18181818,10.90909091
MYC_CALJA,Nucleus,438,56559,355.4,-654.6,-64.8,2632.86,21.91780822,5.936073059,31.96347032,12.10045662,14.15525114,11.64383562
AP1_DROME,Nucleus,289,36165,294.5,-419.5,-39.6,1769.8,28.37370242,3.114186851,33.21799308,14.87889273,13.49480969,12.4567474
TF2D_PLAFA,Nucleus,228,30216,301,-331.5,-10.4,1403.9,32.89473684,7.894736842,28.94736842,16.22807018,16.22807018,4.824561404
LMX1_MESAU,Nucleus,382,49612,314.6,-517.2,-38.8,2312.05,22.2513089,7.853403141,31.93717277,9.685863874,14.65968586,11.2565445
ELF1_DROME,Nucleus,1063,135141,995.8,-1555.3,-124.8,6345.41,25.49388523,5.45625588,32.26716839,9.971777987,12.51175917,13.26434619
BCL3_HUMAN,Nucleus,446,54756,478.2,-453,-111.2,2748.39,32.51121076,3.139013453,23.76681614,6.502242152,11.43497758,21.30044843
ORC6_YEAST,Nucleus,435,58050,411.3,-678.8,-44.4,2658.83,23.90804598,6.896551724,28.50574713,14.02298851,17.01149425,8.965517241
