Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
NUEM_BOVIN,Mitochondrion,380,49621,473,-486.6,-55.2,2378.47,31.31578947,9.736842105,17.36842105,7.894736842,17.10526316,14.21052632
ODPA_YEAST,Mitochondrion,420,53832,398.8,-493.5,-44.4,2559.88,27.61904762,9.523809524,23.80952381,8.571428571,14.04761905,13.57142857
RT04_ACACA,Mitochondrion,374,51831,501.1,-536.4,-14.4,2470.73,29.14438503,18.98395722,22.19251337,10.42780749,22.45989305,4.010695187
IF2M_YEAST,Mitochondrion,676,87745,875,-993.5,-58.8,4145.26,32.5443787,5.177514793,24.26035503,14.20118343,15.97633136,9.763313609
MPP1_RAT,Mitochondrion,524,67954,565.4,-626.1,-58.8,3224.01,29.77099237,7.824427481,23.47328244,9.351145038,15.26717557,12.59541985
ILV5_NEUCR,Mitochondrion,400,51640,404.7,-564.6,-39.2,2459.39,29.25,9,20.75,11,15.75,12.5
GCST_HUMAN,Mitochondrion,403,51131,470.2,-452.8,-47.6,2480.8,32.75434243,5.459057072,24.56575682,7.444168734,13.89578164,13.89578164
EFG2_YEAST,Mitochondrion,819,105903,940.5,-1133.1,-77.6,4918.56,29.42612943,6.715506716,29.3040293,13.7973138,12.45421245,10.13431013
RM25_YEAST,Mitochondrion,156,21224,139.9,-258.8,-19.6,1026.73,22.43589744,12.17948718,19.87179487,11.53846154,25.64102564,10.25641026
ILVB_YEAST,Mitochondrion,687,87199,759,-869.3,-92,4189.24,30.27656477,6.986899563,24.89082969,10.04366812,13.24599709,14.26491994
AATM_YEAST,Mitochondrion,451,59732,473.8,-598.4,-46,2745.6,26.6075388,11.97339246,27.93791574,11.52993348,13.52549889,10.86474501
RT07_ACACA,Mitochondrion,337,47610,386.4,-547.8,-10,2354.37,24.33234421,18.99109792,18.39762611,6.231454006,30.56379822,4.747774481
PYC_MOUSE,Mitochondrion,1178,150722,1388.3,-1479,-145.2,7153.14,31.74872666,7.470288625,21.05263158,10.18675722,13.92190153,13.75212224
STF2_YEAST,Mitochondrion,83,10949,39.8,-167.2,-12,513.31,10.84337349,8.43373494,24.09638554,18.07228916,21.68674699,18.07228916
ODP2_YEAST,Mitochondrion,482,60417,539.1,-628.8,-56.4,2922.66,32.15767635,4.979253112,27.593361,11.2033195,12.44813278,11.2033195
SYLM_NEUCR,Mitochondrion,994,127603,1023.2,-1270.1,-126,6033.51,29.47686117,8.450704225,22.43460765,10.16096579,14.28571429,12.9778672
ARGD_YEAST,Mitochondrion,423,54224,493.8,-575.1,-36.8,2570.32,30.96926714,7.80141844,22.69503546,12.52955083,15.13002364,11.11111111
HS77_YEAST,Mitochondrion,654,82302,783,-967.6,-56,3936.17,32.11009174,4.740061162,25.84097859,13.91437309,12.8440367,10.85626911
RMAR_HANWI,Mitochondrion,386,52772,222,-550.5,-10.4,2400.02,15.80310881,8.808290155,50.77720207,23.57512953,16.06217617,4.404145078
NCA3_YEAST,Mitochondrion,337,41422,261.5,-374.1,-35.2,1922.34,23.7388724,8.605341246,34.42136499,9.198813056,6.824925816,13.64985163
ODBA_BOVIN,Mitochondrion,455,59792,422.6,-625.9,-50.4,2799.04,26.81318681,10.54945055,23.2967033,9.230769231,15.6043956,12.52747253
LIP5_YEAST,Mitochondrion,414,53628,392.5,-592.6,-40.8,2598.35,26.08695652,6.038647343,26.8115942,10.86956522,17.87439614,11.5942029
CARA_NEUCR,Mitochondrion,453,57010,492.9,-517.6,-66.4,2732.89,29.13907285,7.947019868,28.47682119,10.15452539,10.59602649,14.79028698
PPCM_CHICK,Mitochondrion,640,82392,607.7,-716,-116.4,3934.42,26.09375,9.21875,20.625,8.4375,13.59375,19.21875
DHA1_YEAST,Mitochondrion,533,69015,641.8,-675.9,-47.6,3252.69,31.51969981,7.504690432,27.7673546,11.63227017,13.8836773,9.380863039
PDP_BOVIN,Mitochondrion,538,70781,549.9,-726.7,-61.2,3248.42,28.2527881,10.03717472,24.9070632,11.52416357,13.94052045,11.15241636
RM06_YEAST,Mitochondrion,214,27695,267.1,-309,-24.4,1348.7,30.37383178,5.607476636,24.29906542,10.28037383,17.75700935,13.08411215
SYRM_YEAST,Mitochondrion,643,85135,737.4,-890.3,-50,3957.31,28.61586314,10.1088647,26.7496112,10.1088647,15.39657854,9.175738725
EFTU_BOVIN,Mitochondrion,452,57459,540.5,-565.6,-59.6,2772.71,33.40707965,4.867256637,18.80530973,9.955752212,15.26548673,15.04424779
ADX_PIG,Mitochondrion,117,14900,135.3,-157,-4.8,664.47,29.91452991,4.273504274,27.35042735,12.82051282,11.11111111,7.692307692
NUPM_BOVIN,Mitochondrion,171,22997,154.1,-255.7,-24,1059.36,23.39181287,9.356725146,20.46783626,11.69590643,19.29824561,12.28070175
DHA5_HUMAN,Mitochondrion,517,66440,582.5,-657.1,-60,3131.56,30.17408124,9.477756286,21.47001934,11.02514507,13.15280464,13.92649903
RT13_YEAST,Mitochondrion,324,43140,371.5,-483.6,-30.4,2042.97,29.62962963,9.87654321,24.07407407,10.18518519,17.90123457,9.567901235
ACON_BOVIN,Mitochondrion,780,99282,843.6,-1029.2,-98.4,4766.91,30,6.794871795,22.05128205,10,14.87179487,15
GR75_HUMAN,Mitochondrion,679,85900,741.2,-985.1,-57.2,4112.27,30.92783505,4.71281296,24.74226804,11.7820324,14.28571429,11.34020619
RM02_YEAST,Mitochondrion,371,49837,369.7,-646.6,-25.2,2370.83,25.606469,8.894878706,21.8328841,12.66846361,22.64150943,7.277628032
ETFA_HUMAN,Mitochondrion,333,41015,443.2,-374.2,-32.4,2027.67,38.43843844,5.405405405,21.92192192,6.906906907,12.61261261,11.71171171
RM14_TETPY,Mitochondrion,119,15733,141.7,-175.8,-9.2,801.8,27.73109244,8.403361345,26.8907563,8.403361345,24.3697479,9.243697479
ATPS_YEAST,Mitochondrion,318,42515,319.4,-498.4,-33.2,1954.08,24.8427673,8.490566038,28.93081761,13.20754717,16.66666667,9.119496855
IVD_RAT,Mitochondrion,424,53996,491.1,-505.9,-42,2576.45,32.31132075,7.311320755,23.3490566,9.905660377,12.97169811,13.44339623
CH60_PLAFG,Mitochondrion,700,91937,767.4,-1171.5,-32,4122.2,28.42857143,5.857142857,26,17.85714286,14.85714286,6.714285714
THDH_YEAST,Mitochondrion,576,74108,704.3,-758.7,-59.6,3526.23,32.11805556,7.638888889,23.26388889,10.41666667,14.58333333,11.80555556
CBS2_YEAST,Mitochondrion,389,51540,470.8,-558.4,-33.6,2407.54,29.3059126,9.254498715,27.76349614,12.33933162,15.93830334,8.483290488
NAM1_YEAST,Mitochondrion,440,59036,478.2,-736,-19.6,2664.98,28.63636364,7.727272727,26.59090909,18.63636364,16.59090909,5
CYPM_HUMAN,Mitochondrion,207,25723,212.4,-230.7,-28,1283.9,25.12077295,7.729468599,26.57004831,7.246376812,14.97584541,17.87439614
RT04_YEAST,Mitochondrion,394,51176,402.4,-593.4,-43.2,2403.19,28.17258883,6.852791878,29.18781726,13.19796954,13.70558376,10.65989848
GRPE_YEAST,Mitochondrion,228,30123,226.5,-398.9,-21.2,1401.74,24.12280702,7.456140351,24.12280702,14.47368421,18.85964912,8.771929825
SYWM_YEAST,Mitochondrion,379,49770,425.3,-545.4,-34,2333.51,29.0237467,8.443271768,25.06596306,10.55408971,16.88654354,8.970976253
IPY2_YEAST,Mitochondrion,310,41094,325.6,-466.9,-33.2,1879.4,25.80645161,9.35483871,25.16129032,13.87096774,15.48387097,11.29032258
RT13_ACACA,Mitochondrion,119,16040,135.5,-209.1,-5.2,776.38,24.3697479,9.243697479,29.41176471,17.64705882,24.3697479,5.882352941
CCPR_YEAST,Mitochondrion,361,46788,307.8,-499.4,-40.8,2165.77,24.3767313,12.46537396,24.09972299,11.91135734,13.29639889,13.29639889
MDHM_MOUSE,Mitochondrion,338,41621,435.2,-356.9,-45.2,2062.48,35.79881657,5.029585799,23.96449704,9.467455621,11.83431953,14.79289941
RT14_ACACA,Mitochondrion,99,13794,119.1,-159.7,-2.4,668.55,28.28282828,14.14141414,27.27272727,13.13131313,25.25252525,3.03030303
HMCM_RAT,Mitochondrion,508,65973,494.3,-638.6,-54.8,3095.92,27.36220472,10.03937008,27.55905512,9.645669291,13.18897638,11.61417323
SUV3_YEAST,Mitochondrion,737,97431,832.1,-1023.5,-66.8,4526.55,28.35820896,9.497964722,25.10176391,10.71913161,16.14654003,9.226594301
SYIM_YEAST,Mitochondrion,1002,133631,1076.4,-1453.4,-86.4,6114.44,27.74451098,9.780439122,25.84830339,11.77644711,15.86826347,8.982035928
