Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
KAD1_CHICK,Cytoplasm,194,25132,201.1,-282.7,-17.2,1200.08,27.83505155,6.701030928,19.07216495,10.30927835,18.55670103,12.88659794
FKBP_BOVIN,Cytoplasm,107,13673,109.6,-141.4,-16.4,656.93,25.23364486,8.411214953,20.56074766,8.411214953,14.95327103,18.69158879
SYLC_NEUCR,Cytoplasm,1123,146451,1111.5,-1519.7,-115.6,6797.64,28.76224399,10.7747106,20.39180766,11.04185218,14.87088157,11.30899377
OXYB_HUMAN,Cytoplasm,807,103828,685.3,-1137.6,-87.6,4919.79,25.03097893,7.558859975,25.52664188,13.25898389,15.48946716,13.38289963
NMT_AJECA,Cytoplasm,529,68800,554.2,-743.5,-58.4,3226.85,28.92249527,8.31758034,22.68431002,11.90926276,15.50094518,11.72022684
UN33_CAEEL,Cytoplasm,854,106072,851.5,-1150.5,-111.6,5095.85,28.45433255,4.566744731,25.99531616,11.94379391,12.17798595,14.4028103
SORC_CRILO,Cytoplasm,198,25268,160.9,-214.9,-26,1176.7,21.21212121,12.12121212,29.29292929,5.555555556,9.595959596,17.67676768
TRF2_MOUSE,Cytoplasm,501,64962,532.1,-608.4,-49.2,3029.01,28.14371257,7.185628743,28.14371257,10.97804391,14.37125749,10.17964072
RAPA_HUMAN,Cytoplasm,184,24257,205.6,-269.2,-10.8,1107.38,28.26086957,7.608695652,27.7173913,11.95652174,14.13043478,8.152173913
PARF_PARTE,Cytoplasm,475,61476,513.6,-646.3,-40.4,2826.45,26.52631579,11.15789474,24,10.73684211,13.26315789,12.42105263
NAT1_YEAST,Cytoplasm,853,113997,869.1,-1321.9,-60,5214.11,27.78429074,11.25439625,22.62602579,12.54396249,16.99882767,7.385697538
TCPG_YEAST,Cytoplasm,534,68340,673.3,-718.7,-46.4,3227.14,34.83146067,3.370786517,23.4082397,11.42322097,14.04494382,10.48689139
HS82_YEAST,Cytoplasm,709,94058,787,-1166.1,-52.8,4200.21,28.20874471,8.180535966,21.15655853,17.06629055,15.23272214,7.193229901
DESM_HUMAN,Cytoplasm,468,61735,467.9,-798.4,-25.2,2823.51,29.05982906,5.555555556,26.70940171,16.23931624,15.17094017,6.41025641
DYNA_RAT,Cytoplasm,1325,169718,1311.2,-1970.7,-154.8,8046.55,29.81132075,3.547169811,24.67924528,12.22641509,15.24528302,11.54716981
SYEC_YEAST,Cytoplasm,743,98264,820.2,-1105.1,-60.4,4525.93,29.20592194,9.152086137,21.26514132,11.17092867,16.95827725,8.613728129
DOPD_RAT,Cytoplasm,117,15075,150.2,-137.7,-15.2,708.41,30.76923077,6.837606838,27.35042735,11.11111111,11.96581197,11.96581197
RET2_MOUSE,Cytoplasm,133,17837,111.7,-231.2,-4.4,800.86,19.54887218,10.52631579,27.81954887,14.28571429,17.29323308,8.270676692
D7_XENLA,Cytoplasm,278,36335,161.6,-377.5,-64.4,1689.8,17.26618705,8.633093525,30.9352518,15.10791367,13.30935252,17.98561151
HS74_YEAST,Cytoplasm,641,80962,705,-953.2,-62.8,3823.77,29.95319813,6.39625585,23.55694228,13.41653666,12.94851794,11.85647426
FABI_HUMAN,Cytoplasm,131,17399,141.9,-221.5,-4,794.31,25.95419847,10.6870229,22.90076336,18.32061069,16.79389313,7.633587786
ACTP_ACACA,Cytoplasm,137,17853,138.8,-208.6,-9.2,824.01,27.00729927,8.759124088,24.81751825,10.94890511,16.05839416,8.02919708
MDM1_YEAST,Cytoplasm,443,59368,489.4,-687.7,-20.4,2674.66,27.31376975,9.706546275,28.66817156,15.34988713,14.89841986,6.094808126
RL8_HUMAN,Cytoplasm,257,32600,266.3,-372.9,-35.6,1722.06,29.18287938,5.447470817,15.56420233,7.392996109,24.90272374,18.28793774
ADH2_STRCA,Cytoplasm,379,47067,453.2,-385,-48.8,2290.21,30.34300792,7.124010554,24.01055409,8.179419525,12.66490765,15.56728232
HPRT_LEIDO,Cytoplasm,211,27365,251.1,-249.7,-20.4,1282.77,32.7014218,9.004739336,21.32701422,8.530805687,14.21800948,9.952606635
ARI1_PENRO,Cytoplasm,342,45285,357,-464.1,-30.4,2044.04,28.94736842,9.649122807,23.0994152,12.86549708,14.32748538,8.187134503
CTK_HUMAN,Cytoplasm,507,65512,534.9,-656.4,-62.4,3157.57,29.98027613,7.297830375,19.92110454,9.66469428,17.55424063,13.60946746
INO1_CANAL,Cytoplasm,520,67055,627.9,-728,-54,3097.58,31.53846154,8.461538462,23.26923077,13.46153846,12.5,10.96153846
MX2_HUMAN,Cytoplasm,715,94846,796.3,-1064.7,-72.4,4386.03,28.39160839,7.412587413,27.41258741,13.56643357,15.24475524,9.79020979
TUBE_DROVI,Cytoplasm,514,63715,483.4,-707.5,-50.8,2959.62,28.98832685,3.501945525,35.9922179,13.61867704,7.976653696,9.53307393
DEP1_YEAST,Cytoplasm,362,48237,276,-647.1,-26.4,2108.16,22.9281768,5.524861878,30.38674033,18.78453039,14.64088398,5.801104972
CARA_YEAST,Cytoplasm,411,52690,452,-502.9,-48.4,2475.51,29.44038929,9.489051095,27.25060827,10.2189781,11.92214112,12.65206813
PGM1_YEAST,Cytoplasm,570,73282,624.1,-725.6,-69.6,3448.98,28.24561404,11.05263158,20.52631579,10.70175439,13.50877193,14.73684211
PPCE_HUMAN,Cytoplasm,710,93434,717.8,-897.5,-72.4,4221.8,26.1971831,12.67605634,22.25352113,9.295774648,13.23943662,12.3943662
CYG1_BOVIN,Cytoplasm,619,81546,706,-849.8,-52.8,3674.43,28.1098546,8.400646204,24.71728595,12.60096931,13.57027464,10.17770598
ZYX_CHICK,Cytoplasm,542,68209,403.1,-572.5,-167.6,3295.73,19.92619926,6.457564576,28.96678967,8.671586716,11.62361624,23.06273063
SC18_CANAL,Cytoplasm,794,103098,961.2,-1153.8,-90.8,4812.71,29.59697733,6.801007557,24.81108312,12.0906801,14.10579345,12.34256927
VP16_YEAST,Cytoplasm,797,106987,914.3,-1119,-50.4,4806.3,29.36010038,10.91593476,24.96863237,11.41781681,14.68005019,6.775407779
FOLC_MOUSE,Cytoplasm,587,75281,656.3,-703.3,-79.6,3583.09,30.49403748,6.984667802,27.2572402,7.666098807,12.60647359,13.9693356
TCPZ_YEAST,Cytoplasm,546,69665,679.7,-751.4,-42,3285.26,33.88278388,5.128205128,23.80952381,10.43956044,13.55311355,9.89010989
NCF1_HUMAN,Cytoplasm,390,51634,349.9,-573.6,-57.6,2424.55,24.61538462,8.974358974,23.58974359,9.487179487,16.92307692,13.07692308
GPDA_MOUSE,Cytoplasm,348,43644,451.1,-390.5,-37.6,2101.67,33.33333333,6.034482759,22.70114943,10.63218391,12.64367816,14.94252874
CAYP_CANFA,Cytoplasm,189,24492,197.6,-276.5,-10.8,1127.01,29.62962963,7.407407407,21.16402116,8.994708995,13.75661376,9.523809524
ST20_YEAST,Cytoplasm,939,119132,778.8,-1399.4,-125.2,5673.38,22.79020234,4.259850905,35.14376997,13.73801917,13.95101171,11.92758253
PTP1_YEAST,Cytoplasm,335,44836,320.2,-478.1,-34,2046.73,25.37313433,10.44776119,27.1641791,11.04477612,15.52238806,10.14925373
CYTA_RAT,Cytoplasm,103,13386,108.4,-167.7,-8.4,619.3,26.21359223,6.796116505,21.3592233,12.62135922,16.50485437,11.65048544
UBL3_HUMAN,Cytoplasm,230,30275,248.8,-325.5,-23.6,1346.91,27.82608696,8.260869565,23.04347826,15.65217391,13.47826087,10
OTC_YEAST,Cytoplasm,338,43868,419.1,-462.5,-18.4,2013.58,29.58579882,8.579881657,28.99408284,13.01775148,13.60946746,6.50887574
DBL_HUMAN,Cytoplasm,925,124166,992.2,-1403,-63.6,5551.35,27.56756757,9.189189189,26.7027027,14.48648649,14.81081081,7.135135135
OAT_YEAST,Cytoplasm,423,53586,523.7,-490.9,-48,2563.17,34.27895981,7.328605201,21.27659574,8.983451537,13.94799054,12.76595745
SEC6_YEAST,Cytoplasm,805,107793,962.5,-1205.9,-40.8,4765.53,29.19254658,9.813664596,24.72049689,14.28571429,13.91304348,5.962732919
IFEA_HELAS,Cytoplasm,575,74608,564.5,-938.1,-27.6,3467.81,28.69565217,5.391304348,28,14.08695652,14.7826087,7.304347826
TTPA_HUMAN,Cytoplasm,278,36699,345.7,-356.6,-34,1704.44,32.37410072,10.07194245,19.78417266,8.992805755,15.10791367,11.15107914
CAN1_HUMAN,Cytoplasm,714,94631,765,-981.2,-60.4,4295.67,26.61064426,11.48459384,23.24929972,11.62464986,13.7254902,10.6442577
SYU_BOVIN,Cytoplasm,134,16655,125.8,-186.2,-16.4,768.3,29.85074627,5.223880597,18.65671642,20.14925373,10.44776119,14.92537313
GTM3_HUMAN,Cytoplasm,225,30690,226.8,-305.8,-17.6,1340.45,24.88888889,13.33333333,24.88888889,12,14.22222222,7.555555556
143E_HUMAN,Cytoplasm,255,33713,257.3,-389,-12,1491.02,30.58823529,7.450980392,22.35294118,15.68627451,13.7254902,5.882352941
CBS_RAT,Cytoplasm,560,71315,619.2,-692.1,-66.4,3386.83,30.17857143,5.535714286,24.82142857,10,13.39285714,13.57142857
IRE2_HUMAN,Cytoplasm,963,122208,1141.9,-1131,-120.4,5808.78,30.42575286,8.307372793,24.19522326,10.48805815,12.35721703,14.12253375
CYS3_YEAST,Cytoplasm,393,49419,484.2,-521.4,-38.4,2362.15,34.35114504,6.615776081,24.42748092,10.94147583,12.46819338,11.45038168
DHAP_MOUSE,Cytoplasm,453,58545,501.4,-589.6,-53.2,2745.66,29.8013245,7.505518764,23.8410596,10.59602649,14.34878587,12.14128035
BEM3_YEAST,Cytoplasm,1151,148200,1156.9,-1680.4,-130.8,6929.79,25.19548219,5.994787142,34.14422242,12.77150304,13.11902693,9.90443093
LEU3_YARLI,Cytoplasm,405,50581,488.9,-489.5,-50,2452.63,33.33333333,4.444444444,22.96296296,9.62962963,12.59259259,13.82716049
FLUG_EMENI,Cytoplasm,865,111948,982.6,-1115.4,-86,5183.48,32.02312139,8.670520231,25.78034682,9.942196532,11.90751445,9.595375723
INO1_YEAST,Cytoplasm,536,69631,616.3,-733.6,-50.8,3217.58,30.2238806,8.582089552,25.74626866,12.87313433,13.05970149,10.26119403
PYC1_YEAST,Cytoplasm,1178,151137,1402.7,-1565.2,-124,7114.99,32.00339559,7.300509338,21.90152801,10.10186757,13.6672326,12.3089983
DREB_CHICK,Cytoplasm,607,77521,463.1,-919.7,-119.2,3508.68,23.55848435,5.766062603,20.42833608,16.96869852,11.03789127,17.95716639
RO60_XENLA,Cytoplasm,538,70284,606.2,-700.8,-39.2,3275.04,31.04089219,7.063197026,24.9070632,11.33828996,15.6133829,8.178438662
PGDH_HUMAN,Cytoplasm,266,33714,333.2,-322.5,-20.8,1579.84,34.58646617,7.142857143,25.56390977,11.27819549,10.52631579,11.65413534
SYSC_YEAST,Cytoplasm,462,61531,453.1,-725.5,-42.4,2783.78,25.54112554,10.17316017,21.64502165,16.01731602,16.45021645,9.956709957
DYHC_YEAST,Cytoplasm,4092,544443,5093.8,-5797.8,-239.2,24550.28,30.44965787,9.555229717,26.4173998,13.14760508,13.88074291,6.402737048
SR68_CANFA,Cytoplasm,622,81373,631.4,-953.7,-52,3825.81,28.29581994,7.717041801,23.31189711,13.02250804,16.39871383,10.77170418
TRF1_MOUSE,Cytoplasm,409,52757,440.2,-509.4,-43.6,2435.99,29.58435208,6.84596577,27.87286064,11.24694377,12.95843521,9.7799511
CNTF_HUMAN,Cytoplasm,200,26487,222.9,-289.1,-15.2,1215.5,30.5,8,25.5,11,15.5,8.5
RL44_TRYBB,Cytoplasm,106,14329,68,-194.6,-8.8,733.62,17.9245283,8.490566038,25.47169811,7.547169811,33.01886792,9.433962264
EF2_CAEEL,Cytoplasm,852,109855,967.5,-1092.8,-94,5152.08,29.22535211,7.981220657,21.94835681,10.3286385,14.31924883,13.14553991
CYG2_RAT,Cytoplasm,682,88367,771.3,-869,-72.8,4142.41,29.47214076,7.184750733,25.51319648,11.58357771,14.51612903,11.29032258
GPDA_SCHPO,Cytoplasm,384,48646,458.3,-470.7,-39.6,2296.94,31.51041667,7.291666667,21.09375,13.02083333,12.5,14.0625
3HAO_HUMAN,Cytoplasm,286,37635,297.5,-380,-36.8,1729.45,26.92307692,9.090909091,23.07692308,9.79020979,13.28671329,14.33566434
MTD1_YEAST,Cytoplasm,320,41940,370,-449.2,-24.8,1927.73,30.625,8.75,24.6875,15.625,14.0625,9.0625
HMCS_CHICK,Cytoplasm,522,66872,545.8,-629.8,-50,3109.76,29.11877395,9.38697318,25.4789272,10.1532567,11.87739464,11.87739464
VATE_BOVIN,Cytoplasm,226,30159,271,-380.1,-11.2,1386.91,33.62831858,5.309734513,22.12389381,13.27433628,17.25663717,5.752212389
LIS1_BOVIN,Cytoplasm,409,53773,376.6,-569.2,-30.8,2496.19,24.44987775,8.80195599,25.91687042,10.26894866,17.60391198,9.290953545
KCOT_HUMAN,Cytoplasm,467,61225,491.6,-605.3,-55.6,2804.52,28.47965739,7.922912206,23.98286938,11.77730193,13.91862955,11.77730193
HS9B_CHICK,Cytoplasm,725,96365,734,-1188.5,-51.6,4301.67,25.93103448,7.586206897,22.48275862,17.10344828,16.13793103,7.862068966
APT2_YEAST,Cytoplasm,181,23217,266.7,-213.1,-18.4,1062.21,34.80662983,10.49723757,16.02209945,10.49723757,11.60220994,12.15469613
TP20_YEAST,Cytoplasm,701,93674,835.6,-1067.1,-33.2,4170.58,29.95720399,9.985734665,31.24108417,15.12125535,12.41084165,4.564907275
SDHL_YEAST,Cytoplasm,338,42848,387.2,-396.4,-30,2034.49,31.06508876,7.100591716,25.73964497,10.35502959,13.60946746,11.53846154
GCY_YEAST,Cytoplasm,312,40637,355.5,-452.9,-36.8,1901.35,30.76923077,7.371794872,23.71794872,12.17948718,15.06410256,11.21794872
PFPN_ENTHI,Cytoplasm,97,12148,160.9,-92.6,-3.6,579.99,43.29896907,6.18556701,23.71134021,7.216494845,11.34020619,6.18556701
GLB_BUSCA,Cytoplasm,145,18080,168.9,-176.5,-8.8,881.43,32.4137931,7.586206897,20,3.448275862,16.55172414,11.03448276
L2CS_DROME,Cytoplasm,245,31827,255.5,-310.7,-28,1507.35,26.93877551,8.571428571,26.53061224,7.346938776,15.10204082,13.87755102
GLTP_PIG,Cytoplasm,208,27403,252.6,-259.5,-21.2,1263.54,33.65384615,11.05769231,20.19230769,12.5,13.94230769,9.615384615
PYP1_SCHPO,Cytoplasm,550,71400,561.3,-703,-59.6,3318.29,25.63636364,10.54545455,31.45454545,10,12.54545455,10.18181818
S10B_BOVIN,Cytoplasm,91,12145,105.1,-146.9,-1.6,510.34,26.37362637,8.791208791,19.78021978,19.78021978,15.38461538,4.395604396
PH2M_TRICU,Cytoplasm,664,86880,657.5,-949.5,-62,4019.12,26.65662651,8.885542169,23.19277108,9.939759036,16.11445783,10.69277108
TREA_YEAST,Cytoplasm,751,99493,683.5,-1049.6,-82.8,4567.48,24.76697736,12.1171771,23.83488682,11.85086551,14.64713715,11.9840213
SYU_HUMAN,Cytoplasm,140,16946,138.6,-185.8,-15.2,819.82,31.42857143,4.285714286,19.28571429,15,11.42857143,16.42857143
YCW7_YEAST,Cytoplasm,797,102715,808.8,-1115.7,-107.2,4815.09,26.47427854,6.900878294,30.86574655,11.41781681,11.91969887,13.29987453
GSHR_HUMAN,Cytoplasm,478,60096,539.7,-544.9,-55.6,2909.24,31.17154812,6.276150628,24.05857741,9.623430962,14.0167364,14.0167364
SR19_HUMAN,Cytoplasm,144,18711,127.9,-218.2,-13.6,921.89,26.38888889,6.25,27.08333333,9.722222222,19.44444444,11.11111111
SYDC_YEAST,Cytoplasm,556,73302,608.9,-867.5,-54.4,3395.43,28.77697842,8.45323741,18.88489209,13.1294964,17.26618705,10.43165468
PTN8_MOUSE,Cytoplasm,802,104031,701,-1078.6,-112,4854.37,22.81795511,7.980049875,31.67082294,11.34663342,13.71571072,12.09476309
RSP4_TRIGR,Cytoplasm,316,40156,321.9,-365.3,-47.6,1880.04,32.27848101,8.544303797,22.15189873,8.860759494,10.12658228,13.92405063
BNC2_RAT,Cytoplasm,119,15318,129.5,-112.1,-22,743.9,30.25210084,8.403361345,20.16806723,5.042016807,14.28571429,18.48739496
SHC_HUMAN,Cytoplasm,473,60048,442.3,-595.6,-93.2,2894.16,26.00422833,5.919661734,23.67864693,9.725158562,13.74207188,19.45031712
CKI1_SCHPO,Cytoplasm,446,58336,388.7,-680.2,-52.4,2730.06,23.99103139,8.744394619,28.02690583,13.90134529,15.47085202,11.88340807
S10A_HUMAN,Cytoplasm,93,12059,107.2,-142.4,-2.4,524.1,30.10752688,8.602150538,21.50537634,18.27956989,11.82795699,6.451612903
SDHL_HUMAN,Cytoplasm,328,40548,417.2,-322.9,-41.6,1994.26,36.58536585,6.097560976,21.34146341,8.231707317,11.8902439,15.24390244
LEU3_SCHOC,Cytoplasm,379,50340,475.8,-504.1,-31.6,2298.73,29.81530343,10.29023747,28.75989446,13.98416887,12.92875989,8.179419525
CAN3_HUMAN,Cytoplasm,821,108907,780.7,-1182.8,-82.8,4931.64,23.62971985,10.71863581,25.57856273,12.30207065,14.85992692,10.96224117
SYR_CRILO,Cytoplasm,661,87395,763,-952.6,-48.4,4009.36,29.80332829,8.925869894,22.54160363,10.89258699,15.73373676,8.774583964
SYTC_YEAST,Cytoplasm,734,97618,722.8,-1079.1,-63.6,4459.39,24.79564033,10.35422343,23.16076294,13.07901907,16.75749319,10.21798365
KR11_YEAST,Cytoplasm,560,73358,608.9,-803.3,-45.2,3377,26.78571429,9.107142857,35.71428571,16.60714286,11.96428571,7.857142857
CORN_RABIT,Cytoplasm,126,16277,58,-157.5,-62.4,784.57,11.11111111,0,36.50793651,7.936507937,13.49206349,30.95238095
G6PI_PLAFA,Cytoplasm,591,79308,653.9,-937.3,-27.6,3568.75,26.22673435,11.16751269,28.08798646,17.59729272,15.90524535,6.091370558
IPPD_BOVIN,Cytoplasm,202,26208,114.6,-359.9,-44.4,1185.78,17.32673267,2.97029703,22.27722772,20.2970297,14.85148515,19.30693069
IDE_RAT,Cytoplasm,1019,135899,1109.8,-1421.2,-116.8,6160,28.06673209,10.69676153,21.98233562,13.1501472,15.21099117,10.69676153
RL18_HUMAN,Cytoplasm,187,24826,189.1,-312.1,-21.6,1291.79,26.20320856,5.882352941,20.32085561,5.882352941,28.34224599,12.8342246
STE5_YEAST,Cytoplasm,917,119100,988.2,-1316,-94.8,5436.93,26.17230098,7.306434024,32.27917121,13.95856052,12.1046892,9.160305344
SR09_CANFA,Cytoplasm,85,11415,86.9,-125,-2,522.94,30.58823529,8.235294118,24.70588235,7.058823529,18.82352941,2.352941176
PROB_YEAST,Cytoplasm,428,54879,517.7,-597.7,-38.4,2592.92,32.71028037,5.373831776,23.59813084,11.21495327,14.48598131,11.21495327
CNTF_CHICK,Cytoplasm,195,24798,232.6,-257.2,-21.2,1184.94,37.43589744,4.102564103,18.97435897,9.230769231,13.33333333,11.79487179
VATE_YEAST,Cytoplasm,233,30730,278.7,-399.5,-12,1410.65,32.61802575,4.291845494,24.03433476,19.31330472,16.30901288,5.150214592
EF2_CRIGR,Cytoplasm,858,110712,984.8,-1094.7,-100,5207.6,29.95337995,7.342657343,21.67832168,10.48951049,14.56876457,13.05361305
OMP_RAT,Cytoplasm,162,21598,175.7,-261.1,-14.4,971.16,28.39506173,8.024691358,24.07407407,10.49382716,14.19753086,9.259259259
PHB_HUMAN,Cytoplasm,272,34648,388.2,-368.8,-21.2,1645.23,38.23529412,6.617647059,20.22058824,9.926470588,12.5,9.558823529
CRAC_DICDI,Cytoplasm,697,90839,640.1,-946.3,-70.4,4195.45,22.09469154,8.895265423,34.57675753,12.05164993,13.48637016,10.6169297
CC2H_PLAFK,Cytoplasm,288,38124,336.7,-404.9,-28.4,1761.2,30.20833333,9.375,19.79166667,12.84722222,16.31944444,11.11111111
ERF1_YEAST,Cytoplasm,437,56783,508.2,-635.5,-28.4,2582.46,29.74828375,9.610983982,21.73913043,13.95881007,13.27231121,9.38215103
PPAL_YEAST,Cytoplasm,161,21534,154.4,-252.2,-12,971.43,21.11801242,11.80124224,26.70807453,14.9068323,17.39130435,9.316770186
GELS_MOUSE,Cytoplasm,730,93778,711.9,-1004.3,-86.8,4386.17,26.84931507,9.452054795,23.15068493,10.68493151,12.87671233,14.52054795
CSW_DROME,Cytoplasm,841,107447,725.9,-1147.5,-101.2,5123.72,23.06777646,7.015457788,32.34244946,12.12841855,13.31747919,14.38763377
UDPG_BOVIN,Cytoplasm,507,65815,601.9,-719.8,-52,3074.01,29.1913215,7.692307692,25.64102564,13.01775148,14.20118343,11.43984221
TCPB_CAEEL,Cytoplasm,529,66429,699.6,-703.1,-37.2,3190,36.86200378,3.213610586,21.73913043,11.34215501,13.98865784,10.20793951
ADHP_HUMAN,Cytoplasm,391,48482,485,-406.6,-43.2,2364.08,31.96930946,7.16112532,23.78516624,7.928388747,12.53196931,14.57800512
RS10_HUMAN,Cytoplasm,165,21828,132.1,-246.1,-30,1071.86,23.63636364,9.090909091,16.36363636,9.696969697,21.81818182,18.18181818
HS73_YEAST,Cytoplasm,649,82132,678.1,-966.9,-61.2,3876.41,28.1972265,6.317411402,24.80739599,12.4807396,13.25115562,12.01848998
FAD1_YEAST,Cytoplasm,306,40996,317,-403.4,-30,1810.43,25.49019608,13.7254902,26.79738562,13.07189542,11.4379085,9.803921569
RIR1_HUMAN,Cytoplasm,792,104205,809.5,-1057.7,-65.6,4782.92,28.53535354,9.46969697,26.76767677,13.00505051,13.76262626,9.343434343
SYAC_YEAST,Cytoplasm,958,124292,1027.5,-1419.1,-91.2,5737.87,27.66179541,9.916492693,20.14613779,13.25678497,14.82254697,11.89979123
GDIR_BOVIN,Cytoplasm,204,27049,187.6,-324,-20,1222.64,25.98039216,8.333333333,22.05882353,14.70588235,15.68627451,9.803921569
NCF2_HUMAN,Cytoplasm,526,69143,527.5,-743.7,-69.6,3177.42,27.37642586,8.745247148,23.19391635,12.92775665,14.4486692,11.97718631
CACT_DROME,Cytoplasm,500,62727,452.4,-696.2,-52.4,2916.56,27.6,4.2,31.6,12.8,10.8,11.2
CYP4_HUMAN,Cytoplasm,370,47359,401.8,-527,-40.8,2245.88,28.37837838,7.567567568,20,11.35135135,16.21621622,13.78378378
BUP_RAT,Cytoplasm,393,51048,404.1,-500.8,-46.4,2377.77,28.49872774,8.905852417,25.69974555,13.99491094,13.23155216,12.72264631
GLB1_LUCPE,Cytoplasm,142,17268,144.3,-146.3,-11.2,835.25,31.69014085,10.56338028,24.64788732,9.85915493,9.154929577,13.38028169
PTP2_YEAST,Cytoplasm,750,99252,790.2,-1100.8,-77.6,4562.73,25.6,8.533333333,33.86666667,13.46666667,14.26666667,8.266666667
SC23_YEAST,Cytoplasm,768,99094,845.2,-946.8,-92,4558.56,29.296875,9.505208333,29.16666667,10.546875,10.28645833,11.19791667
SYQ_HUMAN,Cytoplasm,775,101630,853.3,-1031.9,-86.8,4734.57,29.93548387,9.161290323,20.90322581,10.70967742,15.74193548,11.35483871
EZRI_MOUSE,Cytoplasm,585,79648,546,-1078.2,-48.4,3580.23,25.98290598,7.35042735,20.68376068,16.58119658,19.14529915,7.863247863
THIL_SACUV,Cytoplasm,398,48757,500.8,-464.2,-40,2394.6,36.4321608,5.527638191,22.61306533,10.05025126,11.30653266,13.81909548
HPRT_TRYBB,Cytoplasm,210,27095,261.8,-273.3,-20,1281.7,33.33333333,8.095238095,17.14285714,8.571428571,15.71428571,10.95238095
PTN2_HUMAN,Cytoplasm,415,55925,383.9,-632.1,-35.2,2546.67,23.61445783,9.638554217,28.19277108,13.25301205,16.62650602,8.915662651
SDHL_RAT,Cytoplasm,362,44755,470.4,-384.8,-42,2200.89,36.74033149,4.696132597,22.9281768,8.287292818,12.15469613,14.08839779
NDKC_DICDI,Cytoplasm,155,19547,200.2,-189.6,-20.8,950.49,32.90322581,7.741935484,17.41935484,12.90322581,14.19354839,16.12903226
MT17_YEAST,Cytoplasm,443,56442,493,-568.5,-52,2653.5,29.57110609,11.28668172,21.44469526,11.06094808,12.41534989,14.4469526
TCPB_MOUSE,Cytoplasm,535,66993,701.4,-677.6,-38,3238.62,37.57009346,3.738317757,20,10.09345794,14.76635514,10.46728972
FTHC_RABIT,Cytoplasm,201,26307,218.2,-290.7,-17.2,1231.43,30.84577114,6.965174129,24.87562189,8.457711443,14.92537313,9.452736318
C1TC_YEAST,Cytoplasm,946,119098,1160.1,-1198.1,-118,5732.23,33.4038055,5.813953488,22.51585624,10.35940803,12.89640592,14.05919662
TCPG_MOUSE,Cytoplasm,545,70352,632.2,-753.1,-42.8,3316.05,31.9266055,3.302752294,26.42201835,11.55963303,14.86238532,9.724770642
NNMT_HUMAN,Cytoplasm,264,34274,290.7,-315.1,-28.8,1579.5,29.54545455,9.848484848,23.86363636,10.22727273,12.5,11.36363636
